,0,1
0,167.61174252827962,18.0
1,143.6324551900228,18.0
2,129.93959274291993,18.0
3,117.6257376352946,18.0
4,101.42163352966308,18.0
5,90.25916226704916,18.0
6,77.2399408976237,18.0
7,67.55254624684652,18.0
8,58.04804941813151,18.0
9,48.33453241984049,18.0
10,40.07844225565592,18.0
11,34.41972058614095,18.0
12,30.714776802062985,18.0
13,27.258878596623738,18.0
14,23.971466064453125,18.0
15,21.615034580230716,18.0
16,19.43620074590047,18.0
17,18.13688047726949,18.0
18,17.203797562917075,18.0
19,17.56525540351868,18.0
20,18.600338284174597,18.0
21,22.726954889297485,18.0
22,23.982057038942973,18.0
23,42.360504150390625,18.0
24,92.15172754923502,18.0
25,191.10516077677408,18.0
26,164.64739901224772,18.0
27,143.27824478149412,18.0
28,123.40842704772949,18.0
29,108.1974858601888,18.0
30,95.1437151590983,18.0
31,82.21891301472982,18.0
32,71.44141953786215,18.0
33,63.073409144083655,18.0
34,51.32548090616862,18.0
35,44.01666107177734,18.0
36,37.420515855153404,18.0
37,34.10919561386108,18.0
38,30.04236324628194,18.0
39,24.184593582153322,18.0
40,21.19237019220988,18.0
41,20.06253070831299,18.0
42,18.624680566787717,18.0
43,17.827086806297302,18.0
44,17.64615100224813,18.0
45,19.458393716812132,18.0
46,22.396250585714974,18.0
47,26.14126083056132,18.0
48,50.91485410531362,18.0
49,114.69045104980468,18.0
50,207.13176968892412,18.0
51,182.52970326741536,18.0
52,160.89044647216795,18.0
53,140.21948051452637,18.0
54,122.04694480895996,18.0
55,104.73198223114014,18.0
56,91.55150197347005,18.0
57,81.73117643992107,18.0
58,69.35943355560302,18.0
59,58.07448336283366,18.0
60,48.543442980448404,18.0
61,42.63364400863647,18.0
62,37.72757336298625,18.0
63,31.791293748219807,18.0
64,26.89550848007202,18.0
65,23.559994331995647,18.0
66,21.269322220484415,18.0
67,20.28564702669779,18.0
68,20.74332356452942,18.0
69,19.948734839757282,18.0
70,22.22336525917053,18.0
71,23.405038253466287,18.0
72,39.60904148419698,18.0
73,68.0989278793335,18.0
74,142.05912691752116,18.0
75,225.31951065063478,18.0
76,203.03353436787924,18.0
77,177.9510092417399,18.0
78,154.71946169535317,18.0
79,137.79493103027343,18.0
80,118.8732374191284,18.0
81,103.6711493174235,18.0
82,92.86071599324544,18.0
83,80.32618850072225,18.0
84,69.94271767934163,18.0
85,59.26695947647095,18.0
86,49.63364340464274,18.0
87,43.426614920298256,18.0
88,37.50387633641561,18.0
89,31.447217941284176,18.0
90,28.220097510019936,18.0
91,23.961815611521406,18.0
92,22.72590176264445,18.0
93,23.33415018717448,18.0
94,23.735760593414305,18.0
95,28.994814745585124,18.0
96,26.11656656265259,18.0
97,29.456097078323364,18.0
98,45.114209715525305,18.0
99,107.95847905476887,18.0
100,257.7802253723145,18.0
101,231.42711690266927,18.0
102,205.26303723653155,18.0
103,180.0200313568115,18.0
104,155.64862327575685,18.0
105,136.70430386861167,18.0
106,117.90328102111816,18.0
107,105.36080150604248,18.0
108,93.59549388885497,18.0
109,81.07124487559,18.0
110,71.61097494761148,18.0
111,59.50320440928141,18.0
112,51.845723915100095,18.0
113,43.775558185577395,18.0
114,37.08479124704997,18.0
115,32.08435427347819,18.0
116,28.495314661661784,18.0
117,27.93979975382487,18.0
118,29.562714910507204,18.0
119,32.156921021143596,18.0
120,33.35291906992594,18.0
121,26.812518541018168,18.0
122,30.32882308959961,18.0
123,47.84830958048503,18.0
124,131.6404758453369,18.0
125,292.7854454040527,18.0
126,260.1623186747233,18.0
127,229.97457173665364,18.0
128,205.53150698343913,18.0
129,180.3227382659912,18.0
130,154.89420534769692,18.0
