,lat_values,January,February,March,April,May,June,July,August,September,October,November,December
0,32.5130890052356,40.67695443864498,54.58164378538728,38.36381360685866,14.215106084228804,3.279023472952346,0.9092556079208023,1.132297516821159,1.0689828426618544,2.0658092057994675,7.7911307054758066,14.516816708300675,26.706130023081272
1,33.455497382198956,60.59590742496981,78.23943504972591,52.80591282809773,18.73108624455623,4.212855030395504,0.8758290456069838,1.0141795602730581,0.8094140491572517,1.3576245349252392,6.816736841915796,18.166368887521738,38.0009023689251
2,34.3979057591623,87.31618544369523,108.12485409585759,71.611973675864,25.38821683395033,5.947733608215219,1.01234651291329,0.8281477932425009,0.7121300076217285,1.4660026746926214,7.741983971575069,23.87194539123318,56.226527638950685
3,35.340314136125656,107.61775916895515,124.06370229993634,84.65453854467306,32.149864712887336,8.138340446042516,1.4539088606648147,0.8180267661809923,0.7098315784811146,1.36485673988238,8.454167269410355,31.20789698452585,74.94260422137462
4,36.282722513089,127.34349277118017,136.86651721460953,95.50956062643063,36.93946182311202,9.703931186414428,2.0564823620683614,1.042415705277688,0.8334199726974797,1.492311977303277,9.924223236903137,40.81770933866915,93.51073869440289
5,37.225130890052355,157.2575472604359,160.8978939549604,113.8108740941849,45.09135834333383,12.333850522370387,2.309151632705082,0.8551405938694048,0.6472317366860806,1.649086866945856,13.28302879259611,56.57303880082236,123.00044741977422
6,38.16753926701571,171.22904096341796,167.37168356831287,119.7483541184001,49.07618587976528,13.793354101555622,2.9972673311208684,0.975624762972196,0.7001363149264618,2.1893404778237957,16.813456151572364,70.89304712151487,138.93340557270997
7,39.10994764397907,211.77548359480375,198.71332811862854,142.79368922611076,59.83179330916869,17.148102018746236,3.683870028799607,1.0384849668790896,0.7506754498990874,2.863834361164935,23.955325839374634,99.41571769424611,181.2334509489437
8,40.0523560209424,238.1192848852028,213.15768709105745,158.1320786207914,71.89321605478723,22.113065082002436,5.805803218610171,1.950966940849192,1.3340016826738912,5.046076413349558,36.62704119444307,132.24226570397616,214.8745827419228
9,40.994764397905755,233.0462070910467,198.01481901269818,153.00982645809648,75.96113803674778,25.45460982776557,7.48913899678944,2.3309757590438758,1.4153810594003235,6.6937626145635205,46.281171186951305,153.5828065518869,228.8369764076339
10,41.93717277486911,238.1508366199334,193.6847959833095,154.94517371508815,82.85884499119386,29.614727148181863,8.87719332754612,2.521631108255436,1.5019468005208512,9.245011973581798,60.028428256180554,179.32111275287133,249.29062336227963
