,Perc value hist eoc,Num hist eoc exceedances,Num PIC exceedances
0,137.4200745914796,72.0,150.0
1,127.76584049932309,72.0,144.0
2,129.22470492907865,72.0,149.0
3,117.5925772198944,72.0,133.0
4,118.60754140538297,72.0,116.0
5,124.63526746712361,72.0,144.0
6,114.13763196056924,72.0,131.0
7,107.32869622060716,72.0,154.0
8,110.76863371083495,72.0,117.0
9,102.93294478776824,72.0,127.0
10,100.10849166867777,72.0,143.0
11,96.65187470872114,72.0,127.0
12,93.12419198985775,72.0,94.0
13,94.26189130521013,72.0,90.0
14,92.0284313318497,72.0,89.0
15,93.12561601403897,72.0,94.0
16,96.92363370456066,72.0,102.0
17,94.5674109629685,72.0,109.0
18,85.34309682025084,72.0,82.0
19,87.69797307405187,72.0,63.0
20,96.61831982785536,72.0,94.0
21,99.64078061230636,72.0,79.0
22,112.28859920110322,72.0,112.0
23,135.90923261440025,72.0,109.0
24,137.5005535948043,72.0,92.0
25,137.17831465077342,72.0,186.0
26,133.92148951809932,72.0,195.0
27,128.3907923286661,72.0,203.0
28,123.75748075778871,72.0,176.0
29,121.56530204394197,72.0,132.0
30,120.50600723040198,72.0,151.0
31,118.25861069965063,72.0,151.0
32,107.57903608227771,72.0,125.0
33,104.34032447551242,72.0,133.0
34,104.67435238783833,72.0,150.0
35,97.6197256252315,72.0,141.0
36,93.91265879997965,72.0,128.0
37,93.61964726448059,71.0,129.0
38,94.521393794036,72.0,114.0
39,93.92865708143191,72.0,104.0
40,94.62676859225562,72.0,111.0
41,87.01713178660559,72.0,78.0
42,87.99842013382893,72.0,105.0
43,83.92745699001496,72.0,95.0
44,88.73823924832226,72.0,90.0
45,85.2625057432073,72.0,69.0
46,90.63357241254839,72.0,61.0
47,108.59629872797107,72.0,98.0
48,137.95957809246318,72.0,113.0
49,139.00544027859192,72.0,92.0
50,140.61857335754092,72.0,200.0
51,130.5988840720704,72.0,207.0
52,133.3392593167163,72.0,199.0
53,125.53671678151571,72.0,194.0
54,122.133148952557,72.0,199.0
55,117.72262845917273,72.0,145.0
56,114.80259044833534,72.0,188.0
57,114.85807826566807,72.0,164.0
58,102.26555799818412,72.0,131.0
59,102.1101037424631,72.0,162.0
60,100.44413831575271,72.0,188.0
61,92.92607326068844,72.0,148.0
62,89.2068551992906,72.0,131.0
63,92.740316285866,72.0,147.0
64,91.85973641184539,72.0,128.0
65,89.06999521818483,72.0,128.0
66,84.56584065399666,72.0,116.0
67,85.2226510894666,72.0,95.0
68,82.73537640862915,72.0,104.0
69,79.8740925362135,72.0,97.0
70,86.19508958014796,72.0,69.0
71,87.19860366794488,72.0,67.0
72,100.441256363883,72.0,91.0
73,136.37871749309917,72.0,102.0
74,148.3659978867525,72.0,107.0
75,142.7321051538552,72.0,227.0
76,132.7913428752496,72.0,215.0
77,128.2629104383192,72.0,179.0
78,128.2319412894122,72.0,176.0
79,123.06147933985265,72.0,181.0
80,116.45301843818618,72.0,204.0
81,119.92633432849405,72.0,231.0
82,114.47244218966375,72.0,228.0
83,105.99329007943004,72.0,208.0
84,100.52545309711006,72.0,164.0
85,100.86021722867815,72.0,208.0
86,98.36902729700174,72.0,204.0
87,92.31780802133997,72.0,198.0
88,94.43145738273472,72.0,179.0
89,89.86599515112944,72.0,147.0
90,83.41781488061775,72.0,132.0
91,85.51521721363312,72.0,132.0
92,82.49965994039974,72.0,124.0
93,82.66238068379373,72.0,122.0
94,84.10296581382167,72.0,105.0
95,92.38166721025463,72.0,80.0
96,91.34506093429617,72.0,101.0
97,89.40784632978762,72.0,72.0
98,103.03986642976656,72.0,62.0
99,137.18844972534757,72.0,64.0
100,146.86076627327137,72.0,221.0
101,140.10673117909803,72.0,213.0
102,128.75624314396853,72.0,178.0
103,125.99554045588799,72.0,193.0
104,126.26365462789788,72.0,240.0
105,120.15215528854806,72.0,220.0
106,122.02109559804606,72.0,243.0
107,117.03103528531187,72.0,278.0
108,108.51545059564309,72.0,243.0
109,103.13989012211492,72.0,214.0
110,103.05884557862487,72.0,241.0
111,100.343269968606,72.0,234.0
112,96.57593026094005,72.0,212.0
113,91.21164437773626,72.0,216.0
114,85.23848186227772,72.0,193.0
115,80.92590985233493,72.0,151.0
116,81.3903581069722,72.0,141.0
117,80.44699889128846,72.0,119.0
118,82.35893004975257,72.0,132.0
119,88.9911477597361,72.0,133.0
120,92.48727293437746,72.0,111.0
121,89.05197247866842,72.0,117.0
122,83.48894863790638,72.0,67.0
123,95.82606762142987,72.0,52.0
124,147.69500000979434,72.0,59.0
125,144.69966176892277,72.0,181.0
126,140.4751498422583,72.0,211.0
127,137.16951110576244,72.0,206.0
128,131.3117551766965,72.0,262.0
129,129.1380737719022,72.0,259.0
130,122.47050182342592,72.0,274.0
131,123.56504134222409,72.0,266.0
132,118.67671510961837,72.0,308.0
133,113.82929997526264,72.0,340.0
134,111.37908593863263,72.0,321.0
135,104.10636334741368,72.0,269.0
136,101.95112169584364,72.0,248.0
137,94.13032645681908,72.0,242.0
138,90.49561507793628,72.0,200.0
139,86.57100501559552,72.0,219.0
140,83.1144426365806,72.0,176.0
141,81.54918587937398,72.0,127.0
142,85.28988144401549,72.0,137.0
143,90.58757898488967,72.0,118.0
144,99.75508722291757,72.0,139.0
145,93.8195383667468,72.0,141.0
146,89.43419244476057,72.0,135.0
147,87.8550662173738,72.0,99.0
148,124.74182277478602,72.0,74.0
149,134.20490135875215,72.0,78.0
150,146.8905113899801,72.0,207.0
151,138.54176035934913,72.0,194.0
152,143.82289010433874,72.0,217.0
153,139.76833028596462,72.0,273.0
