,0,1
0,117.01943540889002,107.0
1,113.49673592018073,107.0
2,110.1576029986019,107.0
3,106.99829414665098,107.0
4,109.05711211905958,107.0
5,105.8328063993286,107.0
6,98.34395944687807,107.0
7,92.78590821904417,107.0
8,94.23288065235508,107.0
9,90.9885599648816,107.0
10,86.66536131757884,107.0
11,86.72596066203519,107.0
12,88.69390839456887,107.0
13,88.9531586964601,107.0
14,87.37025873708471,107.0
15,87.06165304089359,107.0
16,85.7856927794343,107.0
17,85.63805951109308,107.0
18,83.58365030794013,107.0
19,88.98374377497316,107.0
20,88.94668168579771,107.0
21,96.00297975268796,107.0
22,97.50666258351009,107.0
23,117.7172446724656,107.0
24,130.6351287033422,107.0
25,114.20125464887971,107.0
26,109.55177885649408,107.0
27,104.85777955971218,107.0
28,104.83133937507326,107.0
29,107.64436518593357,107.0
30,102.23350357693673,107.0
31,98.08557502797368,107.0
32,93.81569671473386,107.0
33,92.51285537584161,107.0
34,88.25962143031273,107.0
35,84.90789157033959,107.0
36,82.36056212873663,107.0
37,82.0538405361563,107.0
38,84.25197787711184,107.0
39,83.14508513899492,107.0
40,81.92009238849995,107.0
41,80.50877776998563,107.0
42,79.1435267775361,107.0
43,78.13446755915061,107.0
44,81.916310465892,107.0
45,85.56337910890994,107.0
46,94.4957147434061,107.0
47,95.97830400009124,107.0
48,117.73391379475484,107.0
49,130.82674415538202,107.0
50,115.03530960840988,107.0
51,108.73771947267181,107.0
52,105.42952725745403,107.0
53,103.78274975707362,107.0
54,102.38303535663798,107.0
55,101.60474402225645,107.0
56,95.63726874060998,107.0
57,93.45576771363807,107.0
58,90.85391044616796,107.0
59,85.81183477742837,107.0
60,81.45699549037147,107.0
61,80.94237961042882,107.0
62,79.41377259169289,107.0
63,78.73304111476139,107.0
64,79.22954115330955,107.0
65,77.19343155898949,107.0
66,76.34974651147363,107.0
67,77.18744788896238,107.0
68,74.36519977746497,107.0
69,75.53195680056305,107.0
70,86.73057774933045,107.0
71,88.47012605098743,107.0
72,95.3526966966572,107.0
73,118.39540830826996,107.0
74,135.4910477897269,107.0
75,115.52114416353137,107.0
76,111.94538430978328,107.0
77,109.35371092771209,107.0
78,106.83960698693431,107.0
79,102.55204728739312,107.0
80,98.86485414947262,107.0
81,94.57830886177851,107.0
82,90.02169508018277,107.0
83,86.55537797935123,107.0
84,84.36214954805976,107.0
85,80.48196378922992,107.0
86,77.13650422064961,107.0
87,74.17766015024384,107.0
88,73.76986111394685,107.0
89,74.1841990821431,107.0
90,72.65269334249152,107.0
91,71.01105453878415,107.0
92,73.15018155401137,107.0
93,70.82875452452205,107.0
94,75.54046016339717,107.0
95,88.93520187384401,107.0
96,83.55587528715097,107.0
97,88.34925155134657,107.0
98,106.29204029451756,107.0
99,138.58043504708678,107.0
100,118.69766937028928,107.0
101,114.32299448480693,107.0
102,114.1644208954265,107.0
103,108.2049647577594,107.0
104,100.59485120962853,107.0
105,98.45832510835325,107.0
106,95.57755781720199,107.0
107,90.27180172749755,107.0
108,85.79629852124444,107.0
109,84.41891407493151,107.0
110,80.34611613545238,107.0
111,76.93365498726156,107.0
112,74.79867712275333,107.0
113,72.61527792507565,107.0
114,68.9990697507092,107.0
115,68.64853060364229,107.0
116,69.0400316873147,107.0
117,70.69449076115876,107.0
118,70.210095088018,107.0
119,78.6909283328531,107.0
120,84.47185993826642,107.0
121,77.44366467709804,107.0
122,84.00413991284117,107.0
123,104.62703539046942,107.0
124,152.46572308429933,107.0
125,122.7741411095437,107.0
126,117.40504461250963,107.0
127,113.53904668227082,107.0
128,107.5443973036017,107.0
129,101.18178390351522,107.0
130,98.39559404107926,107.0
131,95.28995671809471,107.0
132,90.17602046278304,107.0
133,85.12925634755226,107.0
134,81.9626982433128,107.0
135,79.77908400668503,107.0
136,77.60260434438985,107.0
137,74.40014987276123,107.0
138,72.72915728143685,107.0
139,70.698049436345,107.0
140,68.24043132887934,107.0
141,71.29431803337027,107.0
142,71.29533360967652,107.0
143,79.96048477627612,107.0
144,85.4116410767027,107.0
145,83.51821969202877,107.0
146,78.08908999834757,107.0
147,82.91664608424912,107.0
148,123.76759145118021,107.0
149,131.28176661359566,107.0
150,121.62544730483341,107.0
151,120.5351272229391,107.0
152,114.9997827264647,107.0
153,109.29272956090452,107.0
154,103.48255471046672,107.0
