,1969-1999,1969-1999,1969-1999
0,1.2208641975308643,54.0,44.0
1,1.1883333333333332,58.0,46.0
2,0.9666666666666668,62.0,40.0
3,0.9785034013605443,49.0,32.0
4,1.2586000000000002,50.0,42.0
5,1.015819209039548,59.0,40.0
6,0.93,58.0,36.0
7,1.1457843137254902,51.0,39.0
8,0.943395061728395,54.0,34.0
9,1.1098765432098767,54.0,40.0
10,0.9726023391812865,57.0,37.0
11,0.838050847457627,59.0,33.0
12,0.8046604938271605,54.0,29.0
13,0.8674561403508771,57.0,33.0
14,0.9080808080808082,66.0,40.0
15,0.70234375,64.0,30.0
16,0.7860109289617486,61.0,32.0
17,1.0412146892655365,59.0,41.0
18,1.1841666666666666,62.0,49.0
19,1.1358333333333335,62.0,47.0
20,1.1736944444444446,60.0,47.0
21,1.2803939393939396,55.0,47.0
22,1.0591666666666666,58.0,41.0
23,1.0987777777777779,60.0,44.0
24,0.945102564102564,65.0,41.0
25,1.2231292517006802,49.0,40.0
26,1.1813782051282051,52.0,41.0
27,1.2208641975308643,54.0,44.0
28,1.4359027777777775,48.0,46.0
29,1.2537074829931971,49.0,41.0
30,1.0821296296296297,54.0,39.0
31,0.899,55.0,33.0
32,1.2114184397163121,47.0,38.0
33,1.2377536231884059,46.0,38.0
34,1.2051811594202897,46.0,37.0
35,0.9534848484848485,55.0,35.0
36,0.9632142857142858,56.0,36.0
37,0.8525,58.0,33.0
38,0.9220512820512822,52.0,32.0
39,0.8879012345679014,54.0,32.0
40,0.6421428571428571,63.0,27.0
41,0.67425,60.0,27.0
42,0.9889000000000001,50.0,33.0
43,1.0391666666666668,62.0,43.0
44,1.1237500000000002,56.0,42.0
45,1.3595987654320987,54.0,49.0
46,1.043482142857143,56.0,39.0
47,1.043482142857143,56.0,39.0
48,0.8721641791044776,67.0,39.0
49,0.9558333333333334,58.0,37.0
50,1.1986666666666668,50.0,40.0
51,1.2798263888888888,48.0,41.0
52,1.192551020408163,49.0,39.0
53,1.0925347222222221,48.0,35.0
54,1.2114184397163121,47.0,38.0
55,1.2486111111111111,48.0,40.0
56,1.1861805555555556,48.0,38.0
57,1.1150387596899225,43.0,32.0
58,1.1612083333333334,40.0,31.0
59,1.1986666666666665,45.0,36.0
60,1.2377536231884059,46.0,38.0
61,0.9899702380952382,56.0,37.0
62,1.0167261904761906,56.0,38.0
63,0.9220512820512822,52.0,32.0
64,0.8561904761904762,49.0,28.0
65,0.7097368421052631,57.0,27.0
66,0.7491666666666666,50.0,25.0
67,1.0201418439716312,47.0,32.0
68,0.9558333333333334,58.0,37.0
69,1.1308176100628933,53.0,40.0
70,1.2880409356725144,57.0,49.0
71,1.1303216374269005,57.0,43.0
72,1.0391666666666668,62.0,43.0
73,0.7718686868686868,66.0,34.0
74,1.0352121212121215,55.0,38.0
75,0.8561904761904764,56.0,32.0
76,1.1861805555555556,48.0,38.0
77,1.4006159420289854,46.0,43.0
78,1.192551020408163,49.0,39.0
79,1.0925347222222221,48.0,35.0
80,1.3913095238095237,42.0,39.0
81,0.971141975308642,54.0,35.0
82,1.0090816326530612,49.0,33.0
83,1.0556439393939394,44.0,31.0
84,1.0801937984496124,43.0,31.0
85,1.498333333333333,45.0,45.0
86,1.1986666666666665,45.0,36.0
87,1.1387333333333336,50.0,38.0
88,0.899,50.0,30.0
89,0.899,50.0,30.0
90,0.8324074074074075,54.0,30.0
91,0.7623099415204677,57.0,29.0
92,1.2985555555555555,45.0,39.0
93,0.9589333333333335,50.0,32.0
94,1.2231292517006802,49.0,40.0
95,1.2885666666666669,50.0,43.0
96,1.4150925925925928,54.0,51.0
97,1.2091812865497074,57.0,46.0
98,0.8172727272727274,66.0,36.0
99,0.8700000000000001,62.0,36.0
100,0.9364583333333334,56.0,35.0
101,0.8481132075471699,53.0,30.0
102,1.1986666666666665,45.0,36.0
103,1.284285714285714,42.0,36.0
104,0.9156481481481482,54.0,33.0
105,1.0282679738562093,51.0,35.0
106,1.0373076923076923,52.0,36.0
107,1.0839007092198578,47.0,34.0
108,1.2129365079365078,42.0,34.0
109,1.169430894308943,41.0,32.0
110,1.3521544715447154,41.0,37.0
111,1.1726086956521737,46.0,36.0
112,1.1008163265306121,49.0,36.0
113,0.9107516339869283,51.0,31.0
114,0.8783333333333333,58.0,34.0
115,0.8937426900584794,57.0,34.0
116,0.943395061728395,54.0,34.0
117,0.9807272727272728,55.0,36.0
118,0.9988888888888889,48.0,32.0
119,1.2544186046511627,43.0,36.0
120,1.498333333333333,41.0,41.0
121,1.3569811320754719,53.0,48.0
122,1.2735833333333335,60.0,51.0
123,0.957950819672131,61.0,39.0
124,1.0666101694915255,59.0,42.0
125,0.9463157894736841,57.0,36.0
126,0.9220512820512822,52.0,32.0
127,0.899,50.0,30.0
128,1.0520212765957446,47.0,33.0
129,1.039659863945578,49.0,34.0
130,0.9611949685534591,53.0,34.0
131,0.8932371794871796,52.0,31.0
132,1.3984444444444444,45.0,42.0
133,1.324108527131783,43.0,38.0
134,1.2940151515151515,44.0,38.0
135,1.1237499999999998,44.0,33.0
136,1.2259090909090908,44.0,36.0
137,1.1619727891156462,49.0,38.0
138,0.9988888888888888,51.0,34.0
139,0.998888888888889,60.0,40.0
140,1.0896969696969698,55.0,40.0
141,1.0488333333333333,50.0,35.0
142,0.9534848484848485,55.0,35.0
143,1.026635802469136,54.0,37.0
144,1.039659863945578,49.0,34.0
145,1.3028985507246376,46.0,40.0
146,1.4101960784313727,51.0,48.0
147,1.1600000000000001,62.0,48.0
