,2002-2032,2002-2032,2002-2032
0,0.971141975308642,54.0,35.0
1,0.8525,58.0,33.0
2,0.9666666666666668,62.0,40.0
3,1.3148639455782312,49.0,43.0
4,1.1687,50.0,39.0
5,1.193587570621469,59.0,47.0
6,1.1625,58.0,45.0
7,1.2339215686274512,51.0,42.0
8,1.1931172839506174,54.0,43.0
9,1.3595987654320987,54.0,49.0
10,1.3143274853801166,57.0,50.0
11,1.0920056497175141,59.0,43.0
12,1.304104938271605,54.0,47.0
13,1.3406140350877191,57.0,51.0
14,1.13510101010101,66.0,50.0
15,1.100338541666667,64.0,47.0
16,1.1298907103825135,61.0,46.0
17,1.244378531073446,59.0,49.0
18,1.3050000000000002,62.0,54.0
19,1.4016666666666666,62.0,58.0
20,1.2486111111111111,60.0,50.0
21,1.3893636363636364,55.0,51.0
22,1.2658333333333334,58.0,49.0
23,1.223638888888889,60.0,49.0
24,1.0603589743589743,65.0,46.0
25,1.0090816326530612,49.0,33.0
26,0.8932371794871796,52.0,31.0
27,0.9156481481481482,54.0,33.0
28,1.2798263888888888,48.0,41.0
29,1.2231292517006802,49.0,40.0
30,1.2208641975308643,54.0,44.0
31,1.1441818181818184,55.0,42.0
32,1.3708156028368794,47.0,43.0
33,1.3680434782608697,46.0,42.0
34,1.5309057971014493,46.0,47.0
35,1.2531515151515151,55.0,46.0
36,1.3645535714285715,56.0,51.0
37,1.1366666666666667,58.0,44.0
38,1.2390064102564105,52.0,43.0
39,1.3318518518518518,54.0,48.0
40,1.0702380952380952,63.0,45.0
41,1.12375,60.0,45.0
42,1.4983333333333333,50.0,50.0
43,1.1600000000000001,62.0,48.0
44,1.3377976190476188,56.0,50.0
45,1.304104938271605,54.0,47.0
46,1.1505059523809524,56.0,43.0
47,1.1505059523809524,56.0,43.0
48,0.9616169154228856,67.0,43.0
49,1.1366666666666667,58.0,44.0
50,1.1087666666666667,50.0,37.0
51,0.967673611111111,48.0,31.0
52,0.9785034013605443,49.0,32.0
53,1.1861805555555556,48.0,38.0
54,1.275177304964539,47.0,40.0
55,1.498333333333333,48.0,48.0
56,1.2486111111111111,48.0,40.0
57,1.4983333333333333,43.0,43.0
58,1.4983333333333335,40.0,40.0
59,1.2985555555555555,45.0,39.0
60,1.498333333333333,46.0,46.0
61,1.1772619047619048,56.0,44.0
62,1.1772619047619048,56.0,44.0
63,1.383076923076923,52.0,48.0
64,1.5594897959183671,49.0,51.0
65,1.3669005847953217,57.0,52.0
66,1.3784666666666667,50.0,46.0
67,1.4664539007092197,47.0,46.0
68,1.2658333333333334,58.0,49.0
69,1.385251572327044,53.0,49.0
70,1.3669005847953217,57.0,52.0
71,1.1828947368421052,57.0,45.0
72,0.9908333333333333,62.0,41.0
