,1920-1950,1920-1950,1920-1950
0,1.304104938271605,54.0,47.0
1,0.9816666666666668,58.0,38.0
2,0.6283333333333334,62.0,26.0
3,1.1313945578231293,49.0,37.0
4,1.1087666666666667,50.0,37.0
5,0.9142372881355931,59.0,36.0
6,0.9816666666666668,58.0,38.0
7,0.9988888888888888,51.0,34.0
8,0.7491666666666668,54.0,27.0
9,0.8601543209876544,54.0,31.0
10,1.0514619883040934,57.0,40.0
11,0.9904237288135592,59.0,39.0
12,1.026635802469136,54.0,37.0
13,1.025175438596491,57.0,39.0
14,0.9307828282828283,66.0,41.0
15,1.12375,64.0,48.0
16,0.8842622950819672,61.0,36.0
17,1.16819209039548,59.0,46.0
18,1.3533333333333335,62.0,56.0
19,1.1116666666666666,62.0,46.0
20,1.2486111111111111,60.0,50.0
21,1.4166060606060609,55.0,52.0
22,1.24,58.0,48.0
23,1.0987777777777779,60.0,44.0
24,0.9220512820512821,65.0,40.0
25,1.0090816326530612,49.0,33.0
26,0.9508653846153847,52.0,33.0
27,0.8879012345679014,54.0,32.0
28,1.0301041666666666,48.0,33.0
29,1.1008163265306121,49.0,36.0
30,1.026635802469136,54.0,37.0
31,1.0352121212121215,55.0,38.0
32,1.1157801418439715,47.0,35.0
33,0.6840217391304348,46.0,21.0
34,0.9446014492753622,46.0,29.0
35,0.7900303030303031,55.0,29.0
36,1.0167261904761906,56.0,38.0
37,0.93,58.0,36.0
38,0.9796794871794872,52.0,34.0
39,1.0821296296296297,54.0,39.0
40,0.879973544973545,63.0,37.0
41,0.7741388888888889,60.0,31.0
42,1.1687,50.0,39.0
43,1.1116666666666666,62.0,46.0
44,1.1772619047619048,56.0,44.0
45,1.2486111111111111,54.0,45.0
46,1.1772619047619048,56.0,44.0
47,1.2040178571428573,56.0,45.0
48,1.1405223880597015,67.0,51.0
49,0.9816666666666668,58.0,38.0
50,0.9889000000000001,50.0,33.0
51,0.8740277777777777,48.0,28.0
52,0.9479251700680271,49.0,31.0
53,1.0301041666666666,48.0,33.0
54,0.8926241134751772,47.0,28.0
55,1.1237499999999998,48.0,36.0
56,1.1549652777777777,48.0,37.0
57,1.1847286821705423,43.0,34.0
58,1.1986666666666668,40.0,32.0
59,0.799111111111111,45.0,24.0
60,0.5863043478260869,46.0,18.0
61,0.6688988095238094,56.0,25.0
62,0.8026785714285715,56.0,30.0
63,1.0084935897435898,52.0,35.0
64,1.039659863945578,49.0,34.0
65,0.8674561403508771,57.0,33.0
66,1.2286333333333335,50.0,41.0
67,1.2432978723404253,47.0,39.0
68,1.0850000000000002,58.0,42.0
69,1.0742767295597486,53.0,38.0
70,1.1566081871345029,57.0,44.0
71,0.9726023391812865,57.0,37.0
72,1.0633333333333335,62.0,44.0
73,1.0215909090909092,66.0,45.0
74,1.0896969696969698,55.0,40.0
75,0.8026785714285715,56.0,30.0
76,0.9988888888888889,48.0,32.0
77,0.9771739130434781,46.0,30.0
78,0.6421428571428571,49.0,21.0
79,0.8740277777777777,48.0,28.0
80,1.1059126984126983,42.0,31.0
81,0.971141975308642,54.0,35.0
82,1.0090816326530612,49.0,33.0
83,1.362121212121212,44.0,40.0
84,1.2195736434108524,43.0,35.0
85,0.8989999999999999,45.0,27.0
86,0.8657037037037038,45.0,26.0
87,0.9589333333333335,50.0,32.0
88,1.0788,50.0,36.0
89,1.1387333333333336,50.0,38.0
90,0.8879012345679014,54.0,32.0
91,0.9463157894736841,57.0,36.0
92,1.365148148148148,45.0,41.0
93,0.9589333333333335,50.0,32.0
94,1.3148639455782312,49.0,43.0
95,1.2586000000000002,50.0,42.0
96,1.276358024691358,54.0,46.0
97,1.1828947368421052,57.0,45.0
98,0.9761868686868688,66.0,43.0
99,1.0150000000000001,62.0,42.0
100,0.8294345238095239,56.0,31.0
101,0.8481132075471699,53.0,30.0
102,1.1653703703703702,45.0,35.0
103,0.8561904761904761,42.0,24.0
104,0.7491666666666668,54.0,27.0
105,0.7932352941176471,51.0,27.0
106,0.864423076923077,52.0,30.0
107,1.147659574468085,47.0,36.0
108,1.46265873015873,42.0,41.0
109,1.3156097560975608,41.0,36.0
110,1.2790650406504063,41.0,35.0
111,0.9446014492753622,46.0,29.0
112,0.9479251700680271,49.0,31.0
113,1.1751633986928105,51.0,40.0
114,0.8783333333333333,58.0,34.0
115,0.7885964912280701,57.0,30.0
116,0.9156481481481482,54.0,33.0
117,0.899,55.0,33.0
118,1.0301041666666666,48.0,33.0
119,1.5680232558139533,43.0,45.0
120,1.6079674796747965,41.0,44.0
121,1.187358490566038,53.0,42.0
122,0.8240833333333334,60.0,33.0
123,1.0070765027322404,61.0,41.0
124,1.015819209039548,59.0,40.0
125,0.8411695906432749,57.0,32.0
126,0.9220512820512822,52.0,32.0
127,0.9889000000000001,50.0,33.0
128,0.9245035460992906,47.0,29.0
129,0.7032993197278911,49.0,23.0
130,0.6502201257861635,53.0,23.0
131,0.7779807692307693,52.0,27.0
132,1.231962962962963,45.0,37.0
133,1.6028682170542632,43.0,46.0
134,1.600492424242424,44.0,47.0
135,1.498333333333333,44.0,44.0
136,1.259962121212121,44.0,37.0
137,1.1619727891156462,49.0,38.0
