,2064-2094,2064-2094,2064-2094
0,1.4705864197530867,54.0,53.0
1,1.395,58.0,54.0
2,1.1358333333333335,62.0,47.0
3,1.3148639455782312,49.0,43.0
4,1.2286333333333335,50.0,41.0
5,1.0920056497175141,59.0,43.0
6,1.3433333333333335,58.0,52.0
7,1.674607843137255,51.0,57.0
8,1.3318518518518518,54.0,48.0
9,1.3318518518518518,54.0,48.0
10,1.4194736842105262,57.0,54.0
11,1.5237288135593219,59.0,60.0
12,1.4150925925925928,54.0,51.0
13,1.0777485380116958,57.0,41.0
14,0.9761868686868688,66.0,43.0
15,0.913046875,64.0,39.0
16,1.105327868852459,61.0,45.0
17,1.244378531073446,59.0,49.0
18,1.3291666666666666,62.0,55.0
19,1.5225000000000002,62.0,63.0
20,1.2735833333333335,60.0,51.0
21,1.1986666666666668,55.0,44.0
22,1.1108333333333333,58.0,43.0
23,0.8740277777777777,60.0,35.0
24,0.7606923076923077,65.0,33.0
25,1.3760204081632652,49.0,45.0
26,1.383076923076923,52.0,48.0
27,1.4150925925925928,54.0,51.0
28,1.4359027777777775,48.0,46.0
29,1.2842857142857143,49.0,42.0
30,1.2208641975308643,54.0,44.0
31,1.2531515151515151,55.0,46.0
32,1.338936170212766,47.0,42.0
33,1.596050724637681,46.0,49.0
34,1.4006159420289854,46.0,43.0
35,1.3893636363636364,55.0,51.0
36,1.4448214285714287,56.0,54.0
37,1.3433333333333335,58.0,52.0
38,1.4407051282051282,52.0,50.0
39,1.1931172839506174,54.0,43.0
40,1.0226719576719576,63.0,43.0
41,1.023861111111111,60.0,41.0
42,1.2885666666666669,50.0,43.0
43,1.3291666666666666,62.0,55.0
44,1.3645535714285715,56.0,51.0
45,1.3595987654320987,54.0,49.0
46,1.3645535714285715,56.0,51.0
47,1.043482142857143,56.0,39.0
48,0.8945273631840797,67.0,40.0
49,0.8266666666666668,58.0,32.0
50,1.4084333333333334,50.0,47.0
51,1.498333333333333,48.0,48.0
52,1.4065986394557821,49.0,46.0
53,1.5295486111111107,48.0,49.0
54,1.4026950354609926,47.0,44.0
55,1.5295486111111107,48.0,49.0
56,1.4359027777777775,48.0,46.0
57,1.7074031007751935,43.0,49.0
58,1.9103750000000002,40.0,51.0
59,1.7314074074074075,45.0,52.0
60,1.693768115942029,46.0,52.0
