,1975-2005,1975-2005,1975-2005
0,1.3318518518518518,54.0,48.0
1,1.1108333333333333,58.0,43.0
2,0.8700000000000001,62.0,36.0
3,1.0090816326530612,49.0,33.0
4,1.0488333333333333,50.0,35.0
5,0.9904237288135592,59.0,39.0
6,0.93,58.0,36.0
7,1.1751633986928105,51.0,40.0
8,0.8324074074074075,54.0,30.0
9,1.1098765432098767,54.0,40.0
10,0.9726023391812865,57.0,37.0
11,0.8634463276836156,59.0,34.0
12,0.8879012345679014,54.0,32.0
13,0.9988888888888889,57.0,38.0
14,0.9988888888888889,66.0,44.0
15,0.7257552083333334,64.0,31.0
16,0.8105737704918032,61.0,33.0
17,1.1174011299435027,59.0,44.0
18,1.0875000000000001,62.0,45.0
19,1.1841666666666666,62.0,49.0
20,0.998888888888889,60.0,40.0
21,1.1986666666666668,55.0,44.0
22,1.1625,58.0,45.0
23,1.2486111111111111,60.0,50.0
24,1.1295128205128204,65.0,49.0
25,1.3148639455782312,49.0,43.0
26,1.1813782051282051,52.0,41.0
27,1.1931172839506174,54.0,43.0
28,1.2486111111111111,48.0,40.0
29,1.1313945578231293,49.0,37.0
30,0.971141975308642,54.0,35.0
31,0.871757575757576,55.0,32.0
32,1.1157801418439715,47.0,35.0
33,1.2377536231884059,46.0,38.0
34,1.2051811594202897,46.0,37.0
35,0.899,55.0,33.0
36,0.8829464285714286,56.0,33.0
37,0.8266666666666668,58.0,32.0
38,1.0084935897435898,52.0,35.0
39,1.026635802469136,54.0,37.0
40,0.7134920634920634,63.0,30.0
41,0.7491666666666668,60.0,30.0
42,0.9889000000000001,50.0,33.0
43,0.9425,62.0,39.0
44,0.9632142857142858,56.0,36.0
45,1.276358024691358,54.0,46.0
46,0.8026785714285715,56.0,30.0
47,1.0702380952380954,56.0,40.0
48,1.0063432835820896,67.0,45.0
49,1.1108333333333333,58.0,43.0
50,1.1687,50.0,39.0
51,1.2486111111111111,48.0,40.0
52,1.1619727891156462,49.0,38.0
53,0.9052430555555554,48.0,29.0
54,0.9245035460992906,47.0,29.0
55,1.0925347222222221,48.0,35.0
56,1.0301041666666666,48.0,33.0
57,1.1150387596899225,43.0,32.0
58,1.2361250000000001,40.0,33.0
59,1.1653703703703702,45.0,35.0
60,1.2377536231884059,46.0,38.0
61,0.9899702380952382,56.0,37.0
62,0.9899702380952382,56.0,37.0
63,0.8356089743589744,52.0,29.0
64,0.9173469387755101,49.0,30.0
65,0.7097368421052631,57.0,27.0
66,0.7491666666666666,50.0,25.0
67,1.0839007092198578,47.0,34.0
68,0.9558333333333334,58.0,37.0
69,0.9894654088050314,53.0,35.0
70,1.1566081871345029,57.0,44.0
71,0.8674561403508771,57.0,33.0
72,0.9908333333333333,62.0,41.0
73,0.885378787878788,66.0,39.0
74,1.1714242424242425,55.0,43.0
75,0.9632142857142858,56.0,36.0
76,1.0925347222222221,48.0,35.0
77,1.2703260869565216,46.0,39.0
78,0.9785034013605443,49.0,32.0
79,0.9052430555555554,48.0,29.0
80,1.0702380952380952,42.0,30.0
81,0.7769135802469137,54.0,28.0
82,0.8256122448979591,49.0,27.0
83,0.9194318181818181,44.0,27.0
84,1.1498837209302324,43.0,33.0
85,1.5316296296296292,45.0,46.0
86,1.0987777777777776,45.0,33.0
87,1.1087666666666667,50.0,37.0
88,0.899,50.0,30.0
89,0.8690333333333333,50.0,29.0
90,0.7769135802469137,54.0,28.0
91,0.7097368421052631,57.0,27.0
92,1.231962962962963,45.0,37.0
93,0.9289666666666668,50.0,31.0
94,1.1619727891156462,49.0,38.0
95,1.2286333333333335,50.0,41.0
96,1.2208641975308643,54.0,44.0
97,1.1040350877192984,57.0,42.0
98,0.8172727272727274,66.0,36.0
99,0.8941666666666668,62.0,37.0
100,1.0167261904761906,56.0,38.0
101,0.8198427672955975,53.0,29.0
102,1.1986666666666665,45.0,36.0
103,1.0345634920634919,42.0,29.0
104,0.7769135802469137,54.0,28.0
105,0.9401307189542485,51.0,32.0
106,0.7779807692307693,52.0,27.0
107,0.8288652482269504,47.0,26.0
108,1.0345634920634919,42.0,29.0
109,1.2425203252032517,41.0,34.0
110,1.4252439024390242,41.0,39.0
111,1.1726086956521737,46.0,36.0
112,1.070238095238095,49.0,35.0
113,0.9107516339869283,51.0,31.0
114,0.6716666666666667,58.0,26.0
115,0.8674561403508771,57.0,33.0
116,0.9156481481481482,54.0,33.0
117,1.0079696969696972,55.0,37.0
118,1.0613194444444443,48.0,34.0
119,1.2195736434108524,43.0,35.0
120,1.3521544715447154,41.0,37.0
121,1.2438993710691824,53.0,44.0
122,1.12375,60.0,45.0
123,0.8596994535519125,61.0,35.0
124,0.8888418079096044,59.0,35.0
125,1.0777485380116958,57.0,41.0
126,0.9508653846153847,52.0,33.0
127,0.8690333333333333,50.0,29.0
128,1.0839007092198578,47.0,34.0
129,0.9785034013605443,49.0,32.0
130,0.8481132075471699,53.0,30.0
131,0.7203525641025641,52.0,25.0
132,1.1653703703703702,45.0,35.0
133,1.0801937984496124,43.0,31.0
134,1.2259090909090908,44.0,36.0
135,1.1237499999999998,44.0,33.0
136,1.15780303030303,44.0,34.0
137,1.1008163265306121,49.0,36.0
138,0.8813725490196079,51.0,30.0
139,0.7991111111111112,60.0,32.0
140,0.9807272727272728,55.0,36.0
141,0.9889000000000001,50.0,33.0
142,0.9807272727272728,55.0,36.0
143,1.1653703703703706,54.0,42.0
144,1.192551020408163,49.0,39.0
145,1.3028985507246376,46.0,40.0
146,1.2926797385620916,51.0,44.0
147,1.0875000000000001,62.0,45.0
