,2049-2079,2049-2079,2049-2079
0,1.4150925925925928,54.0,51.0
1,1.3433333333333335,58.0,52.0
2,1.0150000000000001,62.0,42.0
3,1.2842857142857143,49.0,42.0
4,1.2286333333333335,50.0,41.0
5,1.3205649717514125,59.0,52.0
6,1.4983333333333333,58.0,58.0
7,1.4101960784313727,51.0,48.0
8,1.1376234567901236,54.0,41.0
9,1.0543827160493828,54.0,38.0
10,1.1040350877192984,57.0,42.0
11,1.2951694915254237,59.0,51.0
12,1.3873456790123455,54.0,50.0
13,1.025175438596491,57.0,39.0
14,0.8399747474747475,66.0,37.0
15,0.8428125000000001,64.0,36.0
16,0.8596994535519125,61.0,35.0
17,1.0920056497175141,59.0,43.0
18,1.2808333333333335,62.0,53.0
19,1.4016666666666666,62.0,58.0
20,1.0987777777777779,60.0,44.0
21,1.116939393939394,55.0,41.0
22,1.1366666666666667,58.0,44.0
23,0.998888888888889,60.0,40.0
24,0.9681538461538463,65.0,42.0
25,1.4065986394557821,49.0,46.0
26,1.3542628205128207,52.0,47.0
27,1.2486111111111111,54.0,45.0
28,1.4671180555555554,48.0,47.0
29,1.2537074829931971,49.0,41.0
30,1.3595987654320987,54.0,49.0
31,1.4710909090909092,55.0,54.0
32,1.338936170212766,47.0,42.0
33,1.2377536231884059,46.0,38.0
34,1.0097463768115942,46.0,31.0
35,1.116939393939394,55.0,41.0
36,1.3110416666666667,56.0,49.0
37,1.24,58.0,48.0
38,1.3542628205128207,52.0,47.0
39,1.2208641975308643,54.0,44.0
40,0.97510582010582,63.0,41.0
41,0.9489444444444446,60.0,38.0
42,1.1687,50.0,39.0
43,1.0391666666666668,62.0,43.0
44,1.1772619047619048,56.0,44.0
45,1.3318518518518518,54.0,48.0
46,1.1505059523809524,56.0,43.0
47,1.0167261904761906,56.0,38.0
48,0.8274378109452737,67.0,37.0
49,0.8783333333333333,58.0,34.0
50,1.4983333333333333,50.0,50.0
51,1.498333333333333,48.0,48.0
52,1.5594897959183671,49.0,51.0
53,1.685625,48.0,54.0
54,1.5302127659574467,47.0,48.0
55,1.4671180555555554,48.0,47.0
56,1.4671180555555554,48.0,47.0
57,1.6028682170542632,43.0,46.0
58,1.3859583333333334,40.0,37.0
59,1.3318518518518518,45.0,40.0
60,1.1400362318840578,46.0,35.0
61,1.0702380952380954,56.0,40.0
62,1.1505059523809524,56.0,43.0
63,1.3542628205128207,52.0,47.0
64,1.2537074829931971,49.0,41.0
65,1.2091812865497074,57.0,46.0
66,1.3485,50.0,45.0
67,1.4026950354609926,47.0,44.0
68,1.1366666666666667,58.0,44.0
69,1.300440251572327,53.0,46.0
70,1.261754385964912,57.0,48.0
71,1.1303216374269005,57.0,43.0
72,0.9666666666666668,62.0,40.0
73,0.8626767676767678,66.0,38.0
74,1.0079696969696972,55.0,37.0
75,1.257529761904762,56.0,47.0
76,1.4671180555555554,48.0,47.0
77,1.5309057971014493,46.0,47.0
78,1.4065986394557821,49.0,46.0
