,1972-2002,1972-2002,1972-2002
0,1.276358024691358,54.0,46.0
1,1.1366666666666667,58.0,44.0
2,0.9183333333333334,62.0,38.0
3,1.039659863945578,49.0,34.0
4,1.1986666666666668,50.0,40.0
5,1.0666101694915255,59.0,42.0
6,0.93,58.0,36.0
7,1.0870261437908497,51.0,37.0
8,0.8324074074074075,54.0,30.0
9,0.971141975308642,54.0,35.0
10,0.9463157894736841,57.0,36.0
11,0.9142372881355931,59.0,36.0
12,0.8324074074074075,54.0,30.0
13,0.9200292397660818,57.0,35.0
14,0.9307828282828283,66.0,41.0
15,0.6789322916666667,64.0,29.0
16,0.8596994535519125,61.0,35.0
17,1.1174011299435027,59.0,44.0
18,1.1358333333333335,62.0,47.0
19,1.1358333333333335,62.0,47.0
20,1.0488333333333335,60.0,42.0
21,1.2531515151515151,55.0,46.0
22,1.1366666666666667,58.0,44.0
23,1.12375,60.0,45.0
24,0.9912051282051282,65.0,43.0
25,1.2842857142857143,49.0,42.0
26,1.210192307692308,52.0,42.0
27,1.1931172839506174,54.0,43.0
28,1.4359027777777775,48.0,46.0
29,1.2537074829931971,49.0,41.0
30,1.0543827160493828,54.0,38.0
31,0.899,55.0,33.0
32,1.1795390070921985,47.0,37.0
33,1.1726086956521737,46.0,36.0
34,1.1074637681159418,46.0,34.0
35,0.8172727272727274,55.0,30.0
36,0.9364583333333334,56.0,35.0
37,0.8783333333333333,58.0,34.0
38,0.9796794871794872,52.0,34.0
39,0.943395061728395,54.0,34.0
40,0.6897089947089946,63.0,29.0
41,0.67425,60.0,27.0
42,0.9889000000000001,50.0,33.0
43,0.9666666666666668,62.0,40.0
44,0.9632142857142858,56.0,36.0
45,1.2486111111111111,54.0,45.0
46,0.9097023809523809,56.0,34.0
47,1.1237500000000002,56.0,42.0
48,0.8721641791044776,67.0,39.0
49,0.93,58.0,36.0
50,1.2286333333333335,50.0,41.0
51,1.3110416666666667,48.0,42.0
52,1.2842857142857143,49.0,42.0
53,1.1237499999999998,48.0,36.0
54,1.1795390070921985,47.0,37.0
55,1.1861805555555556,48.0,38.0
56,1.1861805555555556,48.0,38.0
57,1.1847286821705423,43.0,34.0
58,1.12375,40.0,30.0
59,1.1653703703703702,45.0,35.0
60,1.2377536231884059,46.0,38.0
61,0.9632142857142858,56.0,36.0
62,0.9899702380952382,56.0,37.0
63,0.8932371794871796,52.0,31.0
64,0.8561904761904762,49.0,28.0
65,0.7097368421052631,57.0,27.0
66,0.7491666666666666,50.0,25.0
67,1.0201418439716312,47.0,32.0
68,0.8783333333333333,58.0,34.0
69,1.0177358490566037,53.0,36.0
70,1.1303216374269005,57.0,43.0
71,0.9726023391812865,57.0,37.0
72,1.0633333333333335,62.0,44.0
73,0.7945707070707071,66.0,35.0
74,1.0079696969696972,55.0,37.0
75,0.9899702380952382,56.0,37.0
76,1.1861805555555556,48.0,38.0
77,1.498333333333333,46.0,46.0
78,1.1619727891156462,49.0,38.0
79,1.1549652777777777,48.0,37.0
80,1.3556349206349205,42.0,38.0
81,0.971141975308642,54.0,35.0
82,0.9785034013605443,49.0,32.0
83,1.021590909090909,44.0,30.0
84,1.0801937984496124,43.0,31.0
85,1.5316296296296292,45.0,46.0
86,1.1320740740740738,45.0,34.0
87,1.0488333333333333,50.0,35.0
88,0.8091,50.0,27.0
89,0.899,50.0,30.0
90,0.8046604938271605,54.0,29.0
91,0.7623099415204677,57.0,29.0
92,1.2652592592592593,45.0,38.0
93,0.8690333333333333,50.0,29.0
94,1.1619727891156462,49.0,38.0
95,1.1687,50.0,39.0
96,1.276358024691358,54.0,46.0
97,1.1566081871345029,57.0,44.0
98,0.8626767676767678,66.0,38.0
99,0.9666666666666668,62.0,40.0
100,1.0702380952380954,56.0,40.0
101,0.9611949685534591,53.0,34.0
102,1.2985555555555555,45.0,39.0
103,1.248611111111111,42.0,35.0
104,0.943395061728395,54.0,34.0
105,1.1751633986928105,51.0,40.0
106,1.0373076923076923,52.0,36.0
107,1.0839007092198578,47.0,34.0
108,1.1415873015873015,42.0,32.0
109,1.169430894308943,41.0,32.0
110,1.38869918699187,41.0,38.0
111,1.1400362318840578,46.0,35.0
112,1.039659863945578,49.0,34.0
113,0.8226143790849674,51.0,28.0
114,0.6716666666666667,58.0,26.0
115,0.7885964912280701,57.0,30.0
116,0.8601543209876544,54.0,31.0
117,0.9534848484848485,55.0,35.0
118,0.967673611111111,48.0,31.0
119,1.1847286821705423,43.0,34.0
120,1.4252439024390242,41.0,39.0
121,1.272169811320755,53.0,45.0
122,1.223638888888889,60.0,49.0
123,0.9825136612021858,61.0,40.0
124,1.0666101694915255,59.0,42.0
125,1.1040350877192984,57.0,42.0
126,1.0084935897435898,52.0,35.0
127,1.0188666666666666,50.0,34.0
128,1.147659574468085,47.0,36.0
129,1.1008163265306121,49.0,36.0
130,1.0742767295597486,53.0,38.0
131,1.066121794871795,52.0,37.0
132,1.3984444444444444,45.0,42.0
133,1.2544186046511627,43.0,36.0
134,1.2940151515151515,44.0,38.0
135,1.0896969696969696,44.0,32.0
136,1.1237499999999998,44.0,33.0
137,1.1313945578231293,49.0,37.0
138,0.8813725490196079,51.0,30.0
139,0.7991111111111112,60.0,32.0
140,0.899,55.0,33.0
141,0.899,50.0,30.0
142,0.899,55.0,33.0
143,1.026635802469136,54.0,37.0
144,1.070238095238095,49.0,35.0
145,1.2703260869565216,46.0,39.0
146,1.2926797385620916,51.0,44.0
147,1.1358333333333335,62.0,47.0
148,0.9396327683615819,59.0,37.0
149,0.9183333333333334,62.0,38.0
150,1.2286333333333335,50.0,41.0
