,2019-2049,2019-2049,2019-2049
0,1.0821296296296297,54.0,39.0
1,1.0850000000000002,58.0,42.0
2,0.9425,62.0,39.0
3,1.3148639455782312,49.0,43.0
4,1.1986666666666668,50.0,40.0
5,1.193587570621469,59.0,47.0
6,1.0591666666666666,58.0,41.0
7,1.1457843137254902,51.0,39.0
8,0.8879012345679014,54.0,32.0
9,0.9988888888888889,54.0,36.0
10,1.1566081871345029,57.0,44.0
11,0.9142372881355931,59.0,36.0
12,0.9156481481481482,54.0,33.0
13,1.0777485380116958,57.0,41.0
14,0.885378787878788,66.0,39.0
15,0.913046875,64.0,39.0
16,1.3263934426229507,61.0,54.0
17,1.3967514124293783,59.0,55.0
18,1.3050000000000002,62.0,54.0
19,1.2325000000000002,62.0,51.0
20,1.2486111111111111,60.0,50.0
21,1.3893636363636364,55.0,51.0
22,1.2916666666666665,58.0,50.0
23,1.0987777777777779,60.0,44.0
24,1.0373076923076923,65.0,45.0
25,1.2537074829931971,49.0,41.0
26,1.066121794871795,52.0,37.0
27,1.0543827160493828,54.0,38.0
28,1.3110416666666667,48.0,42.0
29,1.2842857142857143,49.0,42.0
30,1.2208641975308643,54.0,44.0
31,1.0624545454545455,55.0,39.0
32,1.1157801418439715,47.0,35.0
33,1.2377536231884059,46.0,38.0
34,1.3354710144927535,46.0,41.0
35,1.1441818181818184,55.0,42.0
36,1.257529761904762,56.0,47.0
37,1.0075,58.0,39.0
38,1.1813782051282051,52.0,41.0
39,1.1098765432098767,54.0,40.0
40,0.7848412698412698,63.0,33.0
41,1.0987777777777779,60.0,44.0
42,1.4084333333333334,50.0,47.0
43,1.2325000000000002,62.0,51.0
44,1.3110416666666667,56.0,49.0
45,1.3318518518518518,54.0,48.0
46,1.2307738095238094,56.0,46.0
47,1.3645535714285715,56.0,51.0
48,1.0287064676616915,67.0,46.0
49,1.1883333333333332,58.0,46.0
50,1.3485,50.0,45.0
51,1.0301041666666666,48.0,33.0
52,1.0090816326530612,49.0,33.0
53,1.2798263888888888,48.0,41.0
54,1.338936170212766,47.0,42.0
55,1.5295486111111107,48.0,49.0
56,1.0925347222222221,48.0,35.0
57,1.2195736434108524,43.0,35.0
58,1.0113750000000001,40.0,27.0
59,1.2652592592592593,45.0,38.0
60,1.4657608695652171,46.0,45.0
