,0,1
0,458.76989690463694,10.0
1,507.4516752634671,10.0
2,454.6791056504612,10.0
3,402.37780376266886,10.0
4,420.5753616785869,10.0
5,351.7906426320527,10.0
6,291.91267848075785,10.0
7,289.47652064968344,10.0
8,320.64711334922833,10.0
9,327.5888085800276,10.0
10,371.4986810783493,10.0
11,373.84794635126747,10.0
12,329.1606736594594,10.0
13,308.524245559345,10.0
14,268.26449789106846,9.0
15,260.0295697132035,10.0
16,248.5710547088657,10.0
17,245.2750975568297,10.0
18,219.59734093290132,10.0
19,273.3858626519627,10.0
20,317.55995098501444,9.0
21,297.4719763994217,9.0
22,329.0215038657188,9.0
23,372.9307232326719,10.0
24,656.7585157842536,10.0
25,494.87404380989256,10.0
26,505.3036240400258,10.0
27,454.1339518197496,10.0
28,396.3399337760756,10.0
29,476.99111749658266,10.0
30,375.8147605312306,10.0
31,326.58115776628006,10.0
32,287.62767672720815,10.0
33,314.0762937547065,10.0
34,284.28916001154784,10.0
35,341.35301175195093,10.0
36,308.7758210306341,10.0
37,297.9541702647253,10.0
38,277.15252930416193,10.0
39,246.28945387012803,10.0
40,231.8811031701651,10.0
41,258.661948713224,10.0
42,285.9959191462412,10.0
43,240.6363257911641,10.0
44,268.54289767524205,10.0
45,289.67298291250955,10.0
46,346.2945440709591,6.0
47,313.09723158754883,10.0
48,342.29654391109943,8.0
49,628.1281466863904,10.0
50,499.1301938646083,10.0
51,516.7900580025189,10.0
52,439.28845958417264,10.0
53,414.59009599383245,10.0
54,495.17490127467084,10.0
55,404.2025493545092,10.0
56,364.8952541485752,10.0
57,318.62939283579914,10.0
58,287.9252660889985,10.0
59,278.0930654170097,10.0
60,300.7410514637641,10.0
61,311.48589389662504,10.0
62,281.28868051899184,10.0
63,272.2693137899041,8.0
64,267.5593594422669,10.0
65,230.07720866220504,10.0
66,242.70974235236645,8.0
67,257.5256696702553,10.0
68,310.80633552372456,9.0
69,305.0019359777157,10.0
70,297.7869743288396,10.0
71,336.9429709166288,5.0
72,346.34003116935486,7.0
73,418.38537229701654,10.0
74,561.36426738585,10.0
75,557.2668917783323,10.0
76,526.306640898339,10.0
77,499.2351575660317,10.0
78,459.6191730618821,10.0
79,452.02586680485865,10.0
80,432.2948915398128,10.0
81,409.3492789434469,10.0
82,352.26112110699097,10.0
83,318.1209553995948,10.0
84,306.70372028949987,10.0
85,310.09357083060866,10.0
86,317.47464843587306,10.0
87,280.8480769184584,10.0
88,274.6779082331102,10.0
89,262.39304396960654,10.0
90,242.6832880223381,10.0
91,259.2362350001931,9.0
92,242.58449427255871,10.0
93,231.7840267994753,10.0
94,290.6042828410864,9.0
95,368.4454140588641,9.0
96,404.8814730359951,10.0
97,379.67456002152215,10.0
98,401.82607672206734,10.0
99,571.6117207581445,10.0
100,579.42112078598,10.0
101,521.9344738366568,10.0
102,511.5332573609632,10.0
103,495.69190254703767,10.0
104,460.51561818958436,10.0
105,449.94354317198736,10.0
106,435.315224411234,10.0
107,419.2066316597312,10.0
108,359.5437429481761,10.0
109,338.5701203708333,10.0
110,350.41291772712594,10.0
111,349.1825443278134,10.0
112,336.17134642846287,10.0
113,303.30224151195716,10.0
114,265.4323246473881,10.0
115,232.68701652526053,10.0
116,225.15578796415454,10.0
117,251.46564532245625,10.0
118,272.0044831504192,10.0
119,281.353949662206,10.0
120,274.1237339279573,10.0
121,354.9759277637452,10.0
122,402.4827641676784,10.0
123,422.3775895722226,10.0
124,620.9942024333427,10.0
125,575.7099310370352,10.0
126,548.2503070698025,10.0
127,529.1459234255069,10.0
128,504.4107314073263,10.0
129,487.01368026082605,10.0
130,458.21167603093437,10.0
131,449.33468933984,10.0
132,452.1031611577135,10.0
133,434.78308085814126,10.0
134,388.0492183917169,10.0
135,363.5147239229853,10.0
136,347.0067831058146,10.0
137,355.5307241401776,10.0
138,351.6949299856887,10.0
139,327.2112184893119,10.0
140,297.54139097725084,10.0
141,263.18399229599225,10.0
142,269.44548249140047,10.0
143,315.88718078568013,10.0
144,340.4510234164877,10.0
145,309.4271629336289,10.0
146,250.997126258742,10.0
147,388.42544876860217,10.0
148,584.5599260938823,10.0
149,536.3897655957711,10.0
150,594.4319847309581,10.0
151,580.3028825496139,10.0
152,542.9228241183542,10.0
153,533.300747105408,10.0
154,506.6877091701477,10.0
155,487.65289316726165,10.0
156,471.3347488520128,10.0
157,459.7254620375347,10.0
158,475.52733022366584,10.0
159,446.7247079703183,10.0
160,414.5142894418139,10.0
161,369.8988189235742,10.0
162,358.3506649932486,10.0
163,360.46634025192884,10.0
164,365.50847705229484,10.0
165,349.28900508088316,10.0
166,331.7005297301704,10.0
167,332.49597793658745,10.0
168,391.131764159453,10.0
169,378.71213369529505,10.0
170,294.5462674226364,10.0
171,239.63844042035927,10.0
172,289.35814330902474,10.0
173,467.625496117841,10.0
174,340.7519812827396,10.0
175,596.4048758321999,10.0
176,582.7357077063261,10.0
177,580.6598331212151,10.0
178,556.1797696252668,10.0
179,534.710517619511,10.0
180,508.16250460871714,10.0
181,508.08640931047904,10.0
182,490.2152934030829,10.0
183,460.00656254435995,10.0
184,475.34544173325037,10.0
