,1920-1950,1950-1980,1980-2010,2010-2040,2040-2070,2070-2100
0,0.9283834586466166,0.0,0.0,0.0,0.0,0.0
1,0.7546218487394958,0.0,0.0,0.0,0.0,0.0
2,0.8908730158730158,0.0,0.0,0.0,0.0,0.0
3,0.9020089285714286,0.0,0.0,0.0,0.0,0.0
4,1.2026785714285713,0.0,0.0,0.0,0.0,0.0
5,1.4432142857142856,0.0,0.0,0.0,0.0,0.0
6,1.2335164835164834,0.0,0.0,0.0,0.0,0.0
7,0.9868131868131869,0.0,0.0,0.0,0.0,0.0
8,0.8017857142857142,0.0,0.0,0.0,0.0,0.0
9,0.6414285714285715,0.0,0.0,0.0,0.0,0.0
10,0.8017857142857143,0.0,0.0,0.0,0.0,0.0
11,0.30066964285714287,0.0,0.0,0.0,0.0,0.0
12,0.7546218487394958,0.0,0.0,0.0,0.0,0.0
13,1.2026785714285715,0.0,0.0,0.0,0.0,0.0
14,1.3205882352941176,0.0,0.0,0.0,0.0,0.0
15,0.56125,0.0,0.0,0.0,0.0,0.0
16,0.8017857142857142,0.0,0.0,0.0,0.0,0.0
17,0.8908730158730158,0.0,0.0,0.0,0.0,0.0
18,0.7546218487394958,0.0,0.0,0.0,0.0,0.0
19,0.6751879699248121,0.0,0.0,0.0,0.0,0.0
20,0.6414285714285715,0.0,0.0,0.0,0.0,0.0
21,0.7055714285714285,0.0,0.0,0.0,0.0,0.0
22,0.8017857142857142,0.0,0.0,0.0,0.0,0.0
23,0.6236111111111111,0.0,0.0,0.0,0.0,0.0
24,0.6167582417582417,0.0,0.0,0.0,0.0,0.0
25,1.1815789473684213,0.0,0.0,0.0,0.0,0.0
26,0.7216071428571428,0.0,0.0,0.0,0.0,0.0
27,1.0376050420168066,0.0,0.0,0.0,0.0,0.0
28,0.8489495798319326,0.0,0.0,0.0,0.0,0.0
29,0.5345238095238095,0.0,0.0,0.0,0.0,0.0
30,0.49340659340659343,0.0,0.0,0.0,0.0,0.0
31,1.1225,0.0,0.0,0.0,0.0,0.0
32,0.9621428571428571,0.0,0.0,0.0,0.0,0.0
33,0.8017857142857143,0.0,0.0,0.0,0.0,0.0
34,0.8746753246753246,0.0,0.0,0.0,0.0,0.0
35,0.7288961038961038,0.0,0.0,0.0,0.0,0.0
36,0.4276190476190476,0.0,0.0,0.0,0.0,0.0
37,0.8017857142857142,0.0,0.0,0.0,0.0,0.0
38,0.9020089285714286,0.0,0.0,0.0,0.0,0.0
39,0.7595864661654136,0.0,0.0,0.0,0.0,0.0
40,0.7546218487394958,0.0,0.0,0.0,0.0,0.0
41,0.7483333333333333,0.0,0.0,0.0,0.0,0.0
42,0.48107142857142854,0.0,0.0,0.0,0.0,0.0
43,0.4716386554621848,0.0,0.0,0.0,0.0,0.0
44,0.6013392857142857,0.0,0.0,0.0,0.0,0.0
45,1.0423214285714286,0.0,0.0,0.0,0.0,0.0
46,0.992687074829932,0.0,0.0,0.0,0.0,0.0
47,0.56125,0.0,0.0,0.0,0.0,0.0
48,0.8017857142857143,0.0,0.0,0.0,0.0,0.0
49,0.7483333333333333,0.0,0.0,0.0,0.0,0.0
50,0.9283834586466166,0.0,0.0,0.0,0.0,0.0
51,1.0022321428571428,0.0,0.0,0.0,0.0,0.0
52,1.110164835164835,0.0,0.0,0.0,0.0,0.0
53,0.9621428571428571,0.0,0.0,0.0,0.0,0.0
54,1.4149159663865545,0.0,0.0,0.0,0.0,0.0
55,1.3744897959183673,0.0,0.0,0.0,0.0,0.0
56,0.6872448979591836,0.0,0.0,0.0,0.0,0.0
57,0.6872448979591836,0.0,0.0,0.0,0.0,0.0
58,1.1662337662337663,0.0,0.0,0.0,0.0,0.0
59,1.1225,0.0,0.0,0.0,0.0,0.0
60,0.8908730158730158,0.0,0.0,0.0,0.0,0.0
61,0.49340659340659343,0.0,0.0,0.0,0.0,0.0
62,0.49340659340659343,0.0,0.0,0.0,0.0,0.0
63,0.6108843537414965,0.0,0.0,0.0,0.0,0.0
64,0.8489495798319326,0.0,0.0,0.0,0.0,0.0
65,1.3897619047619048,0.0,0.0,0.0,0.0,0.0
66,1.3568681318681317,0.0,0.0,0.0,0.0,0.0
67,0.8017857142857143,0.0,0.0,0.0,0.0,0.0
68,0.3436224489795918,0.0,0.0,0.0,0.0,0.0
69,0.07636054421768707,0.0,0.0,0.0,0.0,0.0
70,0.962142857142857,0.0,0.0,0.0,0.0,0.0
71,0.8819642857142856,0.0,0.0,0.0,0.0,0.0
72,0.6751879699248121,0.0,0.0,0.0,0.0,0.0
73,0.4454365079365079,0.0,0.0,0.0,0.0,0.0
74,0.8017857142857143,0.0,0.0,0.0,0.0,0.0
75,1.0423214285714286,0.0,0.0,0.0,0.0,0.0
76,0.992687074829932,0.0,0.0,0.0,0.0,0.0
77,0.9799603174603174,0.0,0.0,0.0,0.0,0.0
78,0.9799603174603174,0.0,0.0,0.0,0.0,0.0
79,0.9475649350649351,0.0,0.0,0.0,0.0,0.0
80,1.069047619047619,0.0,0.0,0.0,0.0,0.0
81,1.0376050420168066,0.0,0.0,0.0,0.0,0.0
82,1.145408163265306,0.0,0.0,0.0,0.0,0.0
83,0.74010989010989,0.0,0.0,0.0,0.0,0.0
84,0.8017857142857142,0.0,0.0,0.0,0.0,0.0
85,1.069047619047619,0.0,0.0,0.0,0.0,0.0
86,0.8017857142857143,0.0,0.0,0.0,0.0,0.0
87,0.6681547619047619,0.0,0.0,0.0,0.0,0.0
88,0.40089285714285716,0.0,0.0,0.0,0.0,0.0
89,0.6013392857142857,0.0,0.0,0.0,0.0,0.0
90,1.0376050420168066,0.0,0.0,0.0,0.0,0.0
91,0.7595864661654136,0.0,0.0,0.0,0.0,0.0
92,1.0022321428571428,0.0,0.0,0.0,0.0,0.0
93,0.5102272727272728,0.0,0.0,0.0,0.0,0.0
94,0.3644480519480519,0.0,0.0,0.0,0.0,0.0
95,0.6751879699248121,0.0,0.0,0.0,0.0,0.0
96,0.8017857142857142,0.0,0.0,0.0,0.0,0.0
97,0.6274844720496894,0.0,0.0,0.0,0.0,0.0
98,0.5063909774436091,0.0,0.0,0.0,0.0,0.0
99,0.56125,0.0,0.0,0.0,0.0,0.0
100,1.3363095238095237,0.0,0.0,0.0,0.0,0.0
101,1.221768707482993,0.0,0.0,0.0,0.0,0.0
102,1.0971804511278198,0.0,0.0,0.0,0.0,0.0
103,0.8746753246753246,0.0,0.0,0.0,0.0,0.0
104,0.9354166666666667,0.0,0.0,0.0,0.0,0.0
105,0.8746753246753246,0.0,0.0,0.0,0.0,0.0
106,0.9621428571428571,0.0,0.0,0.0,0.0,0.0
107,1.1024553571428573,0.0,0.0,0.0,0.0,0.0
108,1.7493506493506492,0.0,0.0,0.0,0.0,0.0
109,0.8017857142857142,0.0,0.0,0.0,0.0,0.0
110,0.5345238095238095,0.0,0.0,0.0,0.0,0.0
111,0.7483333333333333,0.0,0.0,0.0,0.0,0.0
112,0.962142857142857,0.0,0.0,0.0,0.0,0.0
113,0.6872448979591836,0.0,0.0,0.0,0.0,0.0
114,1.069047619047619,0.0,0.0,0.0,0.0,0.0
115,0.8439849624060151,0.0,0.0,0.0,0.0,0.0
116,0.7126984126984127,0.0,0.0,0.0,0.0,0.0
117,0.4716386554621848,0.0,0.0,0.0,0.0,0.0
118,0.5011160714285714,0.0,0.0,0.0,0.0,0.0
119,0.27888198757763977,0.0,0.0,0.0,0.0,0.0
120,0.32071428571428573,0.0,0.0,0.0,0.0,0.0
121,0.42199248120300753,0.0,0.0,0.0,0.0,0.0
122,0.7126984126984127,0.0,0.0,0.0,0.0,0.0
123,0.8017857142857142,0.0,0.0,0.0,0.0,0.0
124,0.6414285714285713,0.0,0.0,0.0,0.0,0.0
125,1.1225,0.0,0.0,0.0,0.0,0.0
126,1.5092436974789916,0.0,0.0,0.0,0.0,0.0
127,0.9799603174603174,0.0,0.0,0.0,0.0,0.0
128,0.7216071428571428,0.0,0.0,0.0,0.0,0.0
129,0.7669254658385093,0.0,0.0,0.0,0.0,0.0
130,0.9063664596273293,0.0,0.0,0.0,0.0,0.0
131,0.7669254658385093,0.0,0.0,0.0,0.0,0.0
132,0.9432773109243696,0.0,0.0,0.0,0.0,0.0
133,1.069047619047619,0.0,0.0,0.0,0.0,0.0
134,1.110164835164835,0.0,0.0,0.0,0.0,0.0
135,1.069047619047619,0.0,0.0,0.0,0.0,0.0
136,0.5345238095238095,0.0,0.0,0.0,0.0,0.0
137,1.0308673469387755,0.0,0.0,0.0,0.0,0.0
138,1.3568681318681317,0.0,0.0,0.0,0.0,0.0
139,0.9432773109243696,0.0,0.0,0.0,0.0,0.0
140,0.962142857142857,0.0,0.0,0.0,0.0,0.0
141,0.7126984126984127,0.0,0.0,0.0,0.0,0.0
142,0.5063909774436091,0.0,0.0,0.0,0.0,0.0
143,0.45816326530612245,0.0,0.0,0.0,0.0,0.0
144,0.5345238095238095,0.0,0.0,0.0,0.0,0.0
145,0.42199248120300753,0.0,0.0,0.0,0.0,0.0
146,0.56125,0.0,0.0,0.0,0.0,0.0
147,0.5011160714285714,0.0,0.0,0.0,0.0,0.0
148,1.2335164835164834,0.0,0.0,0.0,0.0,0.0
149,0.8017857142857142,0.0,0.0,0.0,0.0,0.0
150,0.8017857142857142,0.0,0.0,0.0,0.0,0.0
151,1.1581349206349207,0.0,0.0,0.0,0.0,0.0
152,0.8439849624060151,0.0,0.0,0.0,0.0,0.0
153,0.4373376623376623,0.0,0.0,0.0,0.0,0.0
154,0.5831168831168831,0.0,0.0,0.0,0.0,0.0
155,0.8819642857142856,0.0,0.0,0.0,0.0,0.0
156,1.0971804511278198,0.0,0.0,0.0,0.0,0.0
157,0.9283834586466166,0.0,0.0,0.0,0.0,0.0
158,1.145408163265306,0.0,0.0,0.0,0.0,0.0
159,0.962142857142857,0.0,0.0,0.0,0.0,0.0
160,1.0022321428571428,0.0,0.0,0.0,0.0,0.0
161,0.8489495798319326,0.0,0.0,0.0,0.0,0.0
162,0.9432773109243696,0.0,0.0,0.0,0.0,0.0
163,1.069047619047619,0.0,0.0,0.0,0.0,0.0
164,0.9799603174603174,0.0,0.0,0.0,0.0,0.0
165,1.069047619047619,0.0,0.0,0.0,0.0,0.0
166,1.0022321428571428,0.0,0.0,0.0,0.0,0.0
167,0.9868131868131869,0.0,0.0,0.0,0.0,0.0
168,0.4716386554621848,0.0,0.0,0.0,0.0,0.0
169,0.3773109243697479,0.0,0.0,0.0,0.0,0.0
170,0.4276190476190476,0.0,0.0,0.0,0.0,0.0
171,0.6414285714285713,0.0,0.0,0.0,0.0,0.0
172,0.6236111111111111,0.0,0.0,0.0,0.0,0.0
173,0.8439849624060151,0.0,0.0,0.0,0.0,0.0
174,0.6972049689440993,0.0,0.0,0.0,0.0,0.0
175,0.7697142857142856,0.0,0.0,0.0,0.0,0.0
176,0.9354166666666667,0.0,0.0,0.0,0.0,0.0
177,0.8819642857142856,0.0,0.0,0.0,0.0,0.0
178,0.6560064935064934,0.0,0.0,0.0,0.0,0.0
179,0.6274844720496894,0.0,0.0,0.0,0.0,0.0
180,0.7288961038961038,0.0,0.0,0.0,0.0,0.0
181,0.5345238095238095,0.0,0.0,0.0,0.0,0.0
182,1.069047619047619,0.0,0.0,0.0,0.0,0.0
183,1.069047619047619,0.0,0.0,0.0,0.0,0.0
184,1.0022321428571428,0.0,0.0,0.0,0.0,0.0
185,0.6013392857142857,0.0,0.0,0.0,0.0,0.0
186,0.9283834586466166,0.0,0.0,0.0,0.0,0.0
187,0.9621428571428571,0.0,0.0,0.0,0.0,0.0
188,0.8908730158730158,0.0,0.0,0.0,0.0,0.0
189,1.2659774436090225,0.0,0.0,0.0,0.0,0.0
190,0.8819642857142856,0.0,0.0,0.0,0.0,0.0
191,0.8489495798319326,0.0,0.0,0.0,0.0,0.0
192,0.5659663865546218,0.0,0.0,0.0,0.0,0.0
193,0.6013392857142857,0.0,0.0,0.0,0.0,0.0
194,0.40089285714285716,0.0,0.0,0.0,0.0,0.0
195,0.49340659340659343,0.0,0.0,0.0,0.0,0.0
196,0.8017857142857142,0.0,0.0,0.0,0.0,0.0
197,0.6751879699248121,0.0,0.0,0.0,0.0,0.0
198,0.6108843537414965,0.0,0.0,0.0,0.0,0.0
199,0.7546218487394958,0.0,0.0,0.0,0.0,0.0
