,1920-1950,1950-1980,1980-2010,2010-2040,2040-2070,2070-2100
0,0.0,0.0,0.0,0.0,0.0,1.2659774436090225
1,0.0,0.0,0.0,0.0,0.0,1.7922268907563024
2,0.0,0.0,0.0,0.0,0.0,2.22718253968254
3,0.0,0.0,0.0,0.0,0.0,1.8040178571428571
4,0.0,0.0,0.0,0.0,0.0,1.8708333333333333
5,0.0,0.0,0.0,0.0,0.0,2.565714285714286
6,0.0,0.0,0.0,0.0,0.0,2.3436813186813183
7,0.0,0.0,0.0,0.0,0.0,2.3436813186813183
8,0.0,0.0,0.0,0.0,0.0,1.737202380952381
9,0.0,0.0,0.0,0.0,0.0,2.565714285714286
10,0.0,0.0,0.0,0.0,0.0,3.0066964285714284
11,0.0,0.0,0.0,0.0,0.0,1.8040178571428571
12,0.0,0.0,0.0,0.0,0.0,1.3205882352941176
13,0.0,0.0,0.0,0.0,0.0,1.1024553571428573
14,0.0,0.0,0.0,0.0,0.0,1.6035714285714284
15,0.0,0.0,0.0,0.0,0.0,1.4432142857142856
16,0.0,0.0,0.0,0.0,0.0,1.4432142857142856
17,0.0,0.0,0.0,0.0,0.0,1.8708333333333333
18,0.0,0.0,0.0,0.0,0.0,2.829831932773109
19,0.0,0.0,0.0,0.0,0.0,2.109962406015038
20,0.0,0.0,0.0,0.0,0.0,1.68375
21,0.0,0.0,0.0,0.0,0.0,1.2828571428571427
22,0.0,0.0,0.0,0.0,0.0,1.3630357142857144
23,0.0,0.0,0.0,0.0,0.0,1.6926587301587301
24,0.0,0.0,0.0,0.0,0.0,1.8502747252747251
25,0.0,0.0,0.0,0.0,0.0,0.8439849624060151
26,0.0,0.0,0.0,0.0,0.0,1.0423214285714286
27,0.0,0.0,0.0,0.0,0.0,1.6978991596638653
28,0.0,0.0,0.0,0.0,0.0,1.7922268907563024
29,0.0,0.0,0.0,0.0,0.0,1.4253968253968254
30,0.0,0.0,0.0,0.0,0.0,2.22032967032967
31,0.0,0.0,0.0,0.0,0.0,3.207142857142857
32,0.0,0.0,0.0,0.0,0.0,3.0467857142857144
33,0.0,0.0,0.0,0.0,0.0,2.8062500000000004
34,0.0,0.0,0.0,0.0,0.0,2.1866883116883113
