,0,1
0,535.208330078125,72.0
1,495.41705688476566,72.0
2,464.2478051757812,72.0
3,434.2580834960936,72.0
4,402.4707055664062,72.0
5,370.44603759765585,72.0
6,341.69098144531245,72.0
7,312.57484619140604,72.0
8,294.8811291503905,72.0
9,268.7792883300781,72.0
10,246.7470178222656,72.0
11,222.55445678710936,72.0
12,211.31398010253895,72.0
13,196.41388854980468,72.0
14,184.87819274902336,72.0
15,177.78197204589844,72.0
16,173.36853271484375,72.0
17,159.943482055664,72.0
18,161.2353717041014,72.0
19,159.68920349121083,72.0
20,173.84935668945306,72.0
21,197.07015502929673,72.0
22,223.39629516601553,72.0
23,286.3556604003906,72.0
24,427.14700073242176,72.0
25,596.05447265625,72.0
26,546.9463891601562,72.0
27,513.3457592773436,72.0
28,470.64949707031246,72.0
29,438.473370361328,72.0
30,405.69418701171855,72.0
31,367.5212561035155,72.0
32,336.12514282226556,72.0
33,312.76744995117184,72.0
34,291.75848632812495,72.0
35,260.14694946289063,72.0
36,240.10927673339813,72.0
37,220.72670532226556,72.0
38,206.584526977539,72.0
39,185.56972412109363,72.0
40,179.80905517578117,72.0
41,172.31874206542963,72.0
42,159.42864562988282,72.0
43,162.12323852539058,72.0
44,157.95737426757807,72.0
45,172.46905456542962,72.0
46,195.5479669189452,72.0
47,223.32418334960937,72.0
48,323.16531005859355,72.0
49,481.97218749999973,72.0
50,655.5090014648438,72.0
51,602.95568359375,72.0
52,559.0440551757812,72.0
53,521.7071582031249,72.0
54,476.84673583984346,72.0
55,446.54042480468746,72.0
56,404.38782470703086,72.0
57,370.326134033203,72.0
58,340.69500854492185,72.0
59,314.7835754394531,72.0
60,289.92681640624994,72.0
61,261.00881835937497,72.0
62,241.25444946289042,72.0
63,218.37998535156228,72.0
64,196.37476196289052,72.0
65,184.79881774902344,72.0
66,171.9483996582031,72.0
67,164.1859582519531,72.0
68,158.47280151367184,72.0
69,163.85998962402343,72.0
70,185.74799804687498,72.0
71,191.6890185546874,72.0
72,250.6709155273437,72.0
73,370.8153222656247,72.0
74,558.3244189453125,72.0
75,716.0985058593749,72.0
76,669.6025610351562,72.0
77,626.3634082031249,72.0
78,580.80439453125,72.0
79,537.8798315429685,72.0
80,497.1013293457029,72.0
81,455.2045190429687,72.0
82,420.4024658203124,72.0
83,376.75205078125,72.0
84,352.50224487304683,72.0
85,329.8794116210937,72.0
86,299.2873205566406,72.0
87,272.3571520996093,72.0
88,241.43574096679686,72.0
89,215.68177734374993,72.0
90,194.64419494628896,72.0
91,179.8996551513671,72.0
92,170.43564575195305,72.0
93,170.50069396972648,72.0
94,187.7142510986328,72.0
95,218.05101806640624,72.0
96,202.3035522460937,72.0
97,200.44577941894525,72.0
98,283.19073974609364,72.0
99,476.66321411132816,72.0
100,789.0323168945312,72.0
101,741.6352587890622,72.0
102,696.3769604492184,72.0
103,657.5195800781249,72.0
104,604.9976293945309,72.0
105,561.8733520507811,72.0
106,519.7976123046872,72.0
107,470.97380859374977,72.0
108,436.54757324218735,72.0
109,399.4368261718748,72.0
110,367.7312707519529,72.0
111,337.20217163085937,72.0
112,305.6483410644531,72.0
113,272.1510302734374,72.0
114,246.32408020019528,72.0
115,225.961323852539,72.0
116,204.36304321289052,72.0
117,195.80001281738274,72.0
118,198.65451110839837,72.0
119,226.11558288574216,72.0
120,226.57252624511705,72.0
121,203.18698913574207,72.0
122,209.3156762695312,72.0
123,282.1281005859373,72.0
124,558.0728002929684,72.0
125,853.0569555664063,72.0
126,811.3347631835936,72.0
127,763.6246289062495,72.0
128,726.0549267578124,72.0
129,675.0411523437497,72.0
130,623.4724975585938,72.0
131,580.6673095703125,72.0
132,540.71939453125,72.0
133,489.29604370117175,72.0
134,453.04181396484375,72.0
135,415.91365234374996,72.0
136,379.1118334960936,72.0
137,342.0677478027344,72.0
138,308.52905639648435,72.0
139,283.0118493652343,72.0
140,257.5606262207029,72.0
141,239.66402770996083,72.0
142,232.59156799316378,72.0
143,254.81176391601554,72.0
144,257.76389282226563,72.0
145,243.55851745605457,72.0
146,217.6899798583984,72.0
147,237.38752319335933,72.0
148,386.4318005371093,72.0
149,513.9193261718749,72.0
150,911.4222753906249,72.0
151,883.5849365234374,72.0
152,833.7965624999998,72.0
153,794.2014990234373,72.0
154,756.5511376953125,72.0
155,701.0460400390625,72.0
156,652.7430249023438,72.0
157,603.6386694335937,72.0
158,550.8759277343743,72.0
159,512.0901660156248,72.0
160,474.30475097656245,72.0
161,434.4796362304687,72.0
162,394.8851000976562,72.0
163,355.94509277343735,72.0
164,326.743466796875,72.0
165,304.10775390624985,72.0
166,286.79194702148425,72.0
167,290.1260095214842,72.0
168,333.3192932128906,72.0
169,308.24211791992184,72.0
170,243.17930664062493,72.0
171,224.13140319824208,72.0
172,250.01800476074203,72.0
173,400.3915954589842,72.0
174,355.15089843749985,72.0
175,980.9086865234373,72.0
176,945.543427734375,72.0
177,900.8306445312498,72.0
178,848.9459008789056,72.0
179,813.8690136718749,72.0
180,767.8633056640623,72.0
181,711.2143334960938,72.0
182,672.58443359375,72.0
183,618.7652905273437,72.0
184,568.3931811523435,72.0
185,530.1582250976561,72.0
186,488.9960888671872,72.0
187,447.3214270019531,72.0
188,412.2795800781248,72.0
189,382.90159667968726,72.0
190,369.93978637695295,72.0
191,355.71720336914063,72.0
192,377.3742663574218,72.0
193,413.73102661132793,72.0
194,323.2487451171873,72.0
195,256.56900024414045,72.0
196,244.9224670410156,72.0
197,273.629825439453,72.0
198,344.5065576171874,72.0
199,396.11966918945274,72.0
200,1025.7030078125,72.0
201,995.021220703125,72.0
202,956.4297436523436,72.0
