,LA_300km_mm_total,LA_200km_mm_total,LA_100km_mm_total,SF_300km_mm_total,SF_200km_mm_total,SF_100km_mm_total
0,163.7004369099935,149.7500457763672,150.9327189127604,291.67955322265624,334.02313804626465,375.80100440979004
1,198.51548767089844,188.7617908053928,200.8852941724989,662.8223388671875,702.6718063354492,725.9482307434082
2,172.9592030843099,167.91338602701822,161.5767093234592,535.9307922363281,560.0831146240234,559.0032863616943
3,376.04808553059894,362.37327575683594,375.2900212605794,1161.614453125,1253.697738647461,1321.7849197387695
4,432.57347615559894,394.48780314127606,368.0782741970486,871.3027954101562,931.5213775634766,982.1881790161133
5,141.3438517252604,131.5687493218316,141.96337678697375,256.0903839111328,283.6187229156494,306.06417655944824
6,297.14882405598956,283.7580396864149,279.46204630533856,726.1219604492187,751.138053894043,740.4755668640137
7,776.7903849283854,709.0294053819445,648.0901879204644,977.2660278320312,1013.0770874023438,1069.8426628112793
8,278.7254689534505,262.2999572753906,251.30389234754773,670.0255126953125,700.6925048828125,720.9627799987793
9,274.1792958577474,247.51672193739148,231.14969719780817,410.79957885742186,450.9576606750488,495.49894428253174
10,314.38671875,299.6449618869358,298.7845043606228,895.925537109375,965.4547271728516,996.8877220153809
11,272.63818359375,259.6570790608724,258.56424077351886,839.9639282226562,884.1298065185547,909.347240447998
12,249.18929036458334,234.19175889756946,237.59187825520834,567.9303039550781,628.0722694396973,687.8337860107422
13,72.17808151245117,67.21773444281683,72.69979996151395,455.610009765625,499.8760566711426,547.8232908248901
14,429.6840515136719,380.6298997667101,356.9393530951606,887.7511352539062,955.842399597168,1029.204792022705
15,694.5269775390625,645.2982618543837,604.4764972262913,1318.0556396484376,1379.6066589355469,1424.813980102539
16,613.0899454752604,590.8146023220486,549.8018646240234,1077.276025390625,1105.5726318359375,1111.0088996887207
17,133.4525883992513,123.6818021138509,130.86616357167563,533.1244262695312,600.3631973266602,670.9833183288574
18,428.8074442545573,400.48537190755206,384.6231502956814,831.3552612304687,889.137336730957,940.2814750671387
19,160.27088419596353,155.93672264946832,154.21912701924643,664.6779418945313,728.8485565185547,781.5141086578369
20,333.51123046875,304.66905721028644,294.15167660183374,705.0753295898437,761.0772857666016,818.0236148834229
21,311.90843709309894,300.9225311279297,283.5949647691515,530.05712890625,560.6745185852051,599.3692321777344
22,246.82438151041666,233.02788628472223,223.280886332194,500.96461791992186,520.3403244018555,527.8902206420898
23,270.4124348958333,250.0367177327474,240.55210283067493,737.5890014648437,788.0441818237305,808.2527389526367
24,630.6224975585938,579.0012783474392,534.2163933648003,803.509765625,846.1677627563477,910.3949203491211
25,270.8338877360026,261.14395989312067,253.7040261162652,472.325146484375,511.6986389160156,560.5540676116943
26,411.3311462402344,378.486823187934,370.2766850789388,844.9196166992188,900.4300231933594,946.5695152282715
27,438.61536661783856,407.98074679904516,380.1284450954861,1178.71904296875,1236.3345489501953,1259.2225189208984
28,531.1514892578125,494.25854831271704,498.6437750922309,1139.6271362304688,1201.6069717407227,1243.9661598205566
29,127.01884206136067,127.04323493109808,125.52255418565538,401.7477233886719,426.5263786315918,454.201003074646
30,100.70281473795573,96.48778873019748,98.16671138339572,345.4709106445313,356.5320529937744,367.615029335022
31,153.76689656575522,149.31706068250867,152.00437800089517,381.7780029296875,406.10194396972656,424.2752523422241
32,773.2924397786459,705.2751261393229,639.3556145562065,1021.59072265625,1081.6094818115234,1131.491138458252
33,280.2215321858724,259.5842115614149,248.97228495279947,560.1530029296875,594.5832481384277,618.2669334411621
34,261.2854512532552,246.21329752604166,244.5330564710829,842.393408203125,884.3194885253906,900.094612121582
35,431.13243611653644,399.46651543511285,374.4124120076497,549.8176086425781,601.2705116271973,661.460039138794
36,726.6406046549479,669.5286865234375,615.5544891357422,1163.106640625,1202.6210021972656,1213.9038429260254
37,171.1012166341146,165.19766574435764,168.23721186319986,495.840771484375,537.0538940429688,567.1064701080322
38,388.15972900390625,355.2695787217882,336.00732082790796,648.6146606445312,704.4609375,747.7552280426025
39,368.9505920410156,337.7312927246094,310.3466398451063,518.8809020996093,563.2265205383301,607.783483505249
40,143.65228525797525,138.52986907958984,152.14712693956164,525.232470703125,574.6046142578125,614.2866344451904
41,679.5704956054688,635.8399285210503,610.6685384114584,1353.8824951171875,1410.357650756836,1433.3872680664062
42,447.8533630371094,435.3301951090495,405.74671512179907,1098.2352783203125,1148.846694946289,1176.6216278076172
43,590.9432576497396,557.9894443088108,502.60411071777344,988.3291015625,1006.3573455810547,997.03955078125
44,225.07122802734375,223.6239217122396,222.9470909966363,452.9309814453125,491.6457176208496,539.1467208862305
45,170.64139302571616,165.61981285942926,159.2419285244412,239.38115234375,261.55920600891113,289.4050807952881
46,188.0002899169922,175.83121151394315,178.31832928127713,474.65534057617185,514.5224342346191,557.1947116851807
47,319.0771179199219,301.46795145670575,304.0152825249566,842.8539794921875,901.2821502685547,944.1704635620117
48,614.9290771484375,568.3978203667534,526.3895568847656,895.2168090820312,922.9508743286133,933.6348762512207
49,354.8009541829427,341.4259151882595,336.6494954427083,1089.4686157226563,1133.336669921875,1136.6595420837402
50,711.934326171875,658.6726006401909,597.1839277479384,842.8088134765625,891.6459655761719,939.0023956298828
51,88.20828501383464,86.84205839369032,96.74966367085774,237.39833374023436,272.24508476257324,317.93166971206665
52,432.5374755859375,411.7218085394965,403.2250705295139,1028.5770874023438,1076.065658569336,1098.9458961486816
53,218.5820770263672,209.8301255967882,211.3057335747613,629.5044677734375,665.3169555664062,698.3552474975586
54,123.13934580485027,121.04274325900607,120.85450108846028,244.10997314453124,265.43800354003906,300.2700090408325
55,324.0611063639323,317.63407728407117,308.6725387573242,524.763720703125,545.0335502624512,555.5966091156006
56,364.8869171142578,331.9991929796007,310.3611590067546,1146.66552734375,1229.262596130371,1273.935489654541
57,241.50389607747397,226.40831163194446,216.25831010606555,681.4771240234375,734.6150588989258,781.6753330230713
58,220.71833292643228,205.69784884982639,208.9797617594401,453.25828857421874,491.2529640197754,526.9596843719482
59,416.5875752766927,385.8705308702257,367.0888197157118,863.4487426757812,909.2470703125,938.1025199890137
60,467.66307576497394,441.88709513346356,421.9430626763238,1302.7043701171874,1352.2051010131836,1345.5896186828613
61,313.9074401855469,281.5458051893446,261.81347868177625,642.770947265625,680.3559799194336,706.3081684112549
62,256.238525390625,237.42933146158853,228.6035885281033,497.02228393554685,526.1468467712402,551.656421661377
63,351.04448954264325,328.967785305447,319.9055239359538,629.7597534179688,689.0420837402344,762.5917148590088
64,334.2864939371745,317.6184726291233,321.4410103691949,945.32119140625,1018.9129180908203,1072.7148933410645
65,225.3774159749349,212.58459303114148,218.79210238986545,802.2447998046875,858.0042419433594,900.90989112854
66,205.85211690266928,191.4197497897678,178.85392167833118,469.3699035644531,500.07575607299805,539.353193283081
67,241.02753702799478,226.44488186306424,210.29547034369574,422.6967041015625,450.5391273498535,469.2984676361084
68,341.15289306640625,324.57747226291235,326.57115427652997,862.2863037109375,906.2813415527344,935.1090927124023
69,306.14795939127606,294.912592569987,294.54698689778644,974.6843017578125,1027.0276489257812,1043.6770706176758
70,239.4267120361328,230.79300944010416,226.15058390299478,358.65283203125,375.5644187927246,398.69483757019043
71,200.22161356608072,181.82378726535373,182.9364399380154,514.1111755371094,556.4688987731934,587.4373435974121
72,479.82212320963544,447.7815653483073,419.0428653293186,518.9985168457031,554.7382011413574,599.5544986724854
73,231.96541849772134,224.82163831922742,239.76366678873697,569.3206848144531,613.5457000732422,653.811393737793
74,383.6299641927083,355.4453938802083,348.4703869289822,870.4700927734375,925.7835464477539,960.0559539794922
75,313.89697265625,297.1459486219618,280.35687891642254,647.7808471679688,694.1854095458984,739.4125137329102
76,126.55462137858073,119.89949289957683,124.23429828219943,418.5390686035156,460.595516204834,509.0779981613159
77,208.87754821777344,207.20078362358942,194.9234161376953,246.33938293457032,255.84586906433105,280.3135976791382
78,560.1328125,520.17529296875,490.650385538737,788.3154418945312,833.8062744140625,875.402286529541
79,522.008534749349,474.81428697374133,444.1214107937283,1127.007861328125,1185.1210403442383,1207.6048851013184
80,278.8684438069661,261.3916252983941,240.0751478407118,439.84837036132814,482.83513259887695,523.9157238006592
81,542.4529012044271,522.8914354112413,495.4448988172743,801.281884765625,843.8813781738281,891.1821975708008
82,110.41044108072917,101.69974856906467,100.53407245212131,318.2000427246094,345.59228706359863,373.25426197052
83,301.3416290283203,285.3782433403863,290.78757815890845,615.6344848632813,651.5514678955078,688.2846279144287
84,147.00262451171875,145.564700656467,156.96763949924045,387.0365966796875,413.5130920410156,434.51331996917725
85,320.9097900390625,298.69607713487414,285.45018005371094,515.8886657714844,554.956787109375,598.4753875732422
86,172.16700744628906,164.46645270453558,157.97366121080188,258.23468322753905,272.5826930999756,294.585337638855
87,105.77898915608723,99.29887813991971,104.244204627143,437.4944580078125,486.0777053833008,528.026515007019
88,603.0183308919271,572.9525824652778,539.9464382595486,825.4218872070312,863.5721893310547,887.1997146606445
89,295.5851745605469,273.1127014160156,272.13733927408856,708.0183349609375,781.4223327636719,862.625171661377
90,625.1514689127604,577.3673807779948,540.0741916232639,979.4480712890625,1017.6736450195312,1039.6550178527832
91,196.49750773111978,185.2245398627387,181.99350844489203,797.4131713867188,840.717041015625,870.1855030059814
92,195.49386088053384,183.73213873969183,187.98195012410483,630.3094970703125,682.7442092895508,724.6835536956787
93,152.47056325276694,152.82062106662326,161.04696443345813,342.70924682617186,364.1537857055664,386.5930347442627
94,86.26638285319011,82.25673166910808,85.84476386176215,312.5091583251953,343.53739738464355,378.09354972839355
95,297.87525431315106,285.11009724934894,279.1353285047743,677.213623046875,705.9906005859375,721.4710578918457
96,123.33655548095703,113.39156299167209,123.18431854248047,579.0276123046875,629.0094451904297,656.1596965789795
97,613.7402750651041,575.4955410427517,549.5045199924045,1082.33984375,1130.5042266845703,1167.523338317871
98,203.9729970296224,189.3747355143229,179.69392564561633,340.5686889648438,373.436954498291,407.75832653045654
99,888.6158447265625,819.8846978081597,747.4870062934028,1286.768896484375,1371.5846405029297,1453.5131187438965
100,183.09007263183594,174.92511071099176,175.3260252210829,748.4451904296875,799.9315338134766,832.3847408294678
101,175.75763956705728,163.42689683702258,155.3784434000651,505.6957092285156,540.7709045410156,574.9827327728271
102,648.5782470703125,603.4050903320312,561.2334340413412,1047.4312255859375,1111.9631042480469,1155.2493362426758
103,198.1651153564453,195.88796657986111,216.11178249782986,688.0116088867187,757.2651748657227,818.6663932800293
104,135.2026596069336,124.72472212049696,127.44718170166016,260.57704162597656,298.1645317077637,332.00490140914917
105,291.9243469238281,276.5707499186198,263.4918797810872,642.6268798828125,651.3293075561523,641.4990749359131
106,170.87395222981772,163.8800286187066,175.13177914089627,603.2627136230469,635.1155853271484,649.9224071502686
107,369.17530314127606,353.81566365559894,335.3220036824544,824.164013671875,848.3517227172852,848.151294708252
108,292.6041564941406,282.399425930447,284.03170606825086,529.0165893554688,566.0924911499023,603.3135185241699
109,260.41265869140625,246.06357150607639,242.53937191433377,802.5165283203125,872.4629974365234,925.1011486053467
110,224.2283681233724,222.81734720865884,226.97246170043945,718.304638671875,757.2828140258789,776.900146484375
111,231.61656697591147,230.4938269721137,238.76905992296008,397.5079040527344,429.50205993652344,478.5864486694336
112,736.7098185221354,688.325208875868,625.7672746446398,959.2902465820313,1003.3055419921875,1029.3497848510742
113,344.2263488769531,327.65124850802954,306.80108133951825,619.2117065429687,651.140552520752,673.5713806152344
114,468.6956278483073,439.4510904947917,440.9281353420681,848.5740966796875,916.1259689331055,994.9979515075684
115,795.4710489908854,741.2661302354601,701.6986745198568,1349.222705078125,1430.757339477539,1488.981430053711
116,218.51310221354166,213.06419033474393,218.4293327331543,847.1286010742188,884.1888656616211,902.3485145568848
117,486.1224670410156,445.5104675292969,415.8917524549696,550.4428771972656,606.8060340881348,662.0126819610596
118,208.31320190429688,200.03538174099393,198.19363996717664,311.18804931640625,329.64696884155273,351.59781074523926
119,449.49097696940106,403.54163614908856,362.0491926405165,408.25258178710936,451.9515914916992,506.7827663421631
120,281.8049011230469,275.27967156304254,262.20473141140405,558.3172729492187,595.9052124023438,626.6758632659912
121,224.02477518717447,206.91674635145398,197.08355331420898,506.0058959960937,548.2612113952637,587.2328510284424
122,414.4853006998698,379.2924635145399,357.56510247124567,874.6030517578125,938.2310943603516,973.0770950317383
123,202.43958028157553,193.06053670247397,215.23515870836047,1040.66640625,1141.5421447753906,1194.6348838806152
124,185.51215108235678,172.7663057115343,167.6433622572157,212.07915954589845,236.9204559326172,272.46694469451904
125,223.34239705403647,206.20050048828125,213.09664323594836,672.273876953125,728.7262344360352,769.8654117584229
126,378.8482360839844,353.98047214084204,336.94834899902344,727.6905151367188,775.9536361694336,822.8133182525635
127,222.6746622721354,203.6886240641276,195.99292755126953,393.7088562011719,431.0808792114258,471.0629119873047
128,271.608393351237,250.4020741780599,246.41483900282117,450.5038635253906,483.1591110229492,516.3988456726074
